@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-9,11-40,43-49,52,55-56,58-102,106-234,236-260,262-287,290-366,370-510,512-523,525-558,560-562'

@attribute tBodyAcc-max()-X numeric
@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-X numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-min()-Y numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute tBodyGyroJerkMag-entropy() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.941369,0.935111,-0.031486,0.860567,-0.05725,0.955708,-0.005335,0.825475,-0.888054,-0.770924,-0.702095,-0.868401,-0.699173,-1,-0.94487,-1,-1,-0.942216,-1,-1,-0.751471,SITTING
-0.849849,0.973318,-0.083398,0.902639,0.057984,0.972334,-0.104719,0.925789,-0.547858,-0.271807,-0.490359,-0.467793,-0.00082,-0.562425,-0.261709,-0.943699,-0.715006,-0.776626,-0.430675,-0.746794,-0.926637,SITTING
-0.940966,0.974694,-0.08287,0.90239,-0.087651,0.993292,-0.10394,0.929422,-0.7344,-0.692536,-0.688795,-0.836367,-0.492874,-0.946357,-0.655977,-1,-1,-1,-0.686579,-1,-0.928341,SITTING
-0.941797,0.975384,-0.064564,0.902041,-0.087651,0.993292,-0.043135,0.931261,-0.778718,-0.63934,-0.78523,-0.787088,-0.513345,-1,-0.815786,-1,-1,-1,-1,-1,-0.929676,SITTING
-0.935316,0.976544,-0.062786,0.902041,-0.084939,0.995458,-0.038399,0.934348,-0.72265,-0.664354,-0.803508,-0.746216,-0.485295,-1,-0.904748,-1,-1,-1,-1,-1,-0.931499,SITTING
-0.931799,0.976515,-0.059547,0.901922,-0.084067,0.99604,-0.035504,0.934271,-0.677768,-0.648581,-0.730582,-0.768515,-0.525649,-0.907316,-0.83986,-1,-1,-0.942216,-0.907014,-1,-0.93677,SITTING
-0.931799,0.976266,-0.057346,0.901739,-0.078376,0.995516,-0.031367,0.933608,-0.686199,-0.674452,-0.675394,-0.826844,-0.592024,-0.873892,-0.812205,-1,-1,-1,-0.946182,-1,-0.940196,SITTING
-0.940866,0.975934,-0.053195,0.901425,-0.075697,0.995516,-0.030466,0.932724,-0.678906,-0.732818,-0.677174,-0.86885,-0.549079,-1,-0.815786,-1,-1,-1,-0.873482,-1,-0.941156,SITTING
-0.943483,0.975601,-0.05195,0.901054,-0.075697,0.994902,-0.026477,0.931836,-0.702425,-0.770924,-0.729375,-0.829532,-0.612457,-1,-0.889911,-1,-1,-1,-0.89253,-1,-0.934887,SITTING
-0.939601,0.975518,-0.052236,0.901403,-0.076228,0.994902,-0.026477,0.931615,-0.752955,-0.737849,-0.813146,-0.829448,-0.701468,-1,-0.94487,-1,-1,-1,-0.946182,-1,-0.930087,SITTING
-0.939539,0.975992,-0.050837,0.901479,-0.076228,0.994987,-0.025507,0.932879,-0.730889,-0.754968,-0.803011,-0.86289,-0.614864,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,-0.933332,SITTING
-0.939539,0.975888,-0.048979,0.901479,-0.070646,0.995306,-0.023346,0.932602,-0.748262,-0.84773,-0.774013,-0.833849,-0.580291,-1,-0.94487,-1,-1,-1,-1,-1,-0.937698,SITTING
-0.940499,0.975566,-0.044944,0.900664,-0.067927,0.995306,-0.022747,0.931743,-0.74495,-0.836903,-0.726076,-0.823019,-0.715128,-1,-0.94487,-1,-1,-1,-1,-1,-0.938718,SITTING
-0.940499,0.97571,-0.042361,0.901275,-0.067926,0.995396,-0.016819,0.932126,-0.666314,-0.754861,-0.616542,-0.802551,-0.598563,-1,-0.94487,-1,-1,-0.942216,-0.946182,-1,-0.935581,SITTING
-0.939852,0.975863,-0.042848,0.901343,-0.067926,0.994852,-0.016172,0.932535,-0.632366,-0.737849,-0.601683,-0.789318,-0.485323,-1,-1,-1,-1,-0.942216,-1,-1,-0.933685,SITTING
-0.939459,0.975104,-0.043913,0.901343,-0.069545,0.993962,-0.017433,0.930513,-0.714697,-0.721902,-0.738002,-0.785583,-0.516623,-1,-0.94487,-1,-1,-0.942216,-1,-1,-0.933448,SITTING
-0.938521,0.974663,-0.043872,0.900445,-0.068624,0.993962,-0.017433,0.929338,-0.699834,-0.719413,-0.774013,-0.790078,-0.599097,-1,-0.870398,-1,-1,-1,-1,-1,-0.933743,SITTING
-0.935334,0.975124,-0.042181,0.900445,-0.065663,0.994334,-0.017251,0.930566,-0.638035,-0.788895,-0.74295,-0.795721,-0.605121,-1,-1,-1,-1,-1,-1,-1,-0.932802,SITTING
-0.935334,0.975432,-0.039766,0.900842,-0.06473,0.994919,-0.014829,0.931387,-0.729757,-0.800014,-0.702095,-0.810139,-0.725495,-0.946357,-0.94487,-1,-1,-1,-1,-1,-0.932754,SITTING
-0.941716,0.975614,-0.039306,0.900842,-0.06473,0.995038,-0.012909,0.931871,-0.839274,-0.788157,-0.666125,-0.807301,-0.696079,-1,-0.94487,-1,-1,-1,-0.907014,-1,-0.93188,SITTING
-0.938478,0.975436,-0.039018,0.900711,-0.062265,0.99441,-0.012909,0.931397,-0.688354,-0.762751,-0.76535,-0.791147,-0.628378,-1,-1,-1,-1,-1,-1,-1,-0.930971,SITTING
-0.938478,0.974775,-0.036311,0.900711,-0.060575,0.993958,-0.012477,0.929638,-0.679066,-0.739902,-0.78523,-0.87291,-0.620028,-1,-0.870398,-1,-1,-1,-1,-1,-0.932597,SITTING
-0.938564,0.974589,-0.036063,0.900101,-0.060575,0.993958,-0.011128,0.929141,-0.76691,-0.71308,-0.711693,-0.886976,-0.684571,-1,-0.812205,-1,-1,-0.942216,-0.873482,-1,-0.932992,SITTING
-0.93368,0.97491,-0.037179,0.900121,-0.061977,0.994412,-0.011128,0.929995,-0.699834,-0.706987,-0.762286,-0.84644,-0.697266,-1,-0.870398,-1,-1,-1,-0.907014,-1,-0.931993,SITTING
-0.93368,0.974969,-0.035841,0.900566,-0.060528,0.994377,-0.010838,0.930154,-0.60757,-0.747247,-0.752265,-0.80896,-0.553294,-1,-0.904748,-1,-1,-1,-1,-1,-0.932948,SITTING
-0.906879,-0.01294,0.648396,0.187957,0.678085,-0.054592,0.642089,-0.79377,-0.219468,-0.07813,-0.314914,-0.016081,0.31951,-0.075537,0.104673,-0.532,-0.157202,-0.416772,-0.067012,-0.33,0.248828,LAYING
-0.906879,-0.088234,0.632932,-0.145587,0.593863,-0.054592,0.642089,-0.862794,-0.685559,-0.591468,-0.562123,-0.667791,-0.288471,-0.839569,-0.632611,-1,-0.93912,-1,-0.634892,-1,0.314838,LAYING
-0.934471,-0.093506,0.633811,-0.150849,0.593863,-0.059551,0.648143,-0.86647,-0.72265,-0.610851,-0.726076,-0.804876,-0.394654,-0.839569,-0.786886,-1,-0.93912,-1,-0.82017,-1,0.316871,LAYING
-0.929403,-0.106127,0.62956,-0.166286,0.588363,-0.073599,0.643404,-0.875206,-0.74347,-0.754968,-0.726599,-0.847388,-0.552625,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,0.326658,LAYING
-0.929364,-0.112244,0.627375,-0.172914,0.58624,-0.073764,0.64337,-0.879326,-0.723628,-0.836903,-0.69123,-0.807301,-0.679832,-0.946357,-0.94487,-1,-1,-1,-0.89253,-1,0.331426,LAYING
-0.925441,-0.11543,0.626287,-0.180088,0.583721,-0.07929,0.641704,-0.881439,-0.776747,-0.806636,-0.733185,-0.870923,-0.689726,-0.946357,-0.94487,-1,-1,-1,-0.89253,-1,0.333674,LAYING
-0.925441,-0.11686,0.625998,-0.178964,0.584234,-0.07929,0.641704,-0.882377,-0.831832,-0.783017,-0.798259,-0.879011,-0.719839,-0.892879,-0.94487,-1,-1,-1,-0.853531,-1,0.334736,LAYING
-0.92573,-0.113858,0.626727,-0.177942,0.584332,-0.07929,0.64174,-0.880392,-0.888054,-0.849017,-0.76994,-0.841969,-0.753303,-0.892879,-0.904748,-1,-1,-1,-0.873482,-1,0.33246,LAYING
-0.928084,-0.115467,0.625348,-0.177942,0.584332,-0.077894,0.640657,-0.881455,-0.828235,-0.84773,-0.79028,-0.85358,-0.782873,-0.892879,-0.94487,-1,-1,-1,-0.907014,-1,0.3337,LAYING
-0.928084,-0.115506,0.624966,-0.178612,0.583095,-0.077894,0.640657,-0.881482,-0.817601,-0.793046,-0.760895,-0.900812,-0.791592,-0.892879,-0.94487,-1,-1,-1,-0.853531,-1,0.33387,LAYING
-0.931812,-0.116217,0.624852,-0.178612,0.583095,-0.087129,0.638373,-0.881927,-0.769828,-0.735835,-0.760895,-0.857603,-0.751534,-0.892879,-0.94487,-1,-1,-1,-0.82017,-1,0.334413,LAYING
-0.919859,-0.124166,0.622716,-0.181019,0.582254,-0.088016,0.63824,-0.887112,-0.807351,-0.767836,-0.815602,-0.886671,-0.67516,-0.946357,-0.94487,-1,-1,-1,-0.82017,-1,0.340296,LAYING
-0.919859,-0.12083,0.62366,-0.182038,0.582138,-0.088016,0.63824,-0.884942,-0.930676,-0.826456,-0.876096,-0.927982,-0.692549,-0.820753,-0.94487,-1,-1,-1,-0.89253,-1,0.337828,LAYING
-0.920469,-0.121607,0.622417,-0.182038,0.582138,-0.087154,0.63652,-0.885447,-0.839274,-0.737849,-0.922161,-0.864323,-0.742478,-0.854006,-0.889911,-1,-1,-1,-0.853531,-1,0.338601,LAYING
-0.920469,-0.122592,0.621646,-0.180676,0.581832,-0.087154,0.63652,-0.886088,-0.807351,-0.699528,-0.78523,-0.81313,-0.709272,-0.854006,-0.94487,-1,-1,-1,-0.853531,-1,0.339361,LAYING
-0.929108,-0.115846,0.624158,-0.180587,0.58191,-0.082364,0.637833,-0.88171,-0.807351,-0.757861,-0.776815,-0.836244,-0.743865,-0.854006,-0.904748,-1,-1,-1,-0.89253,-1,0.334261,LAYING
-0.924666,-0.120789,0.622631,-0.180587,0.58191,-0.084934,0.637569,-0.884923,-0.797465,-0.806636,-0.798259,-0.86767,-0.759898,-0.892879,-0.889911,-1,-1,-1,-0.89253,-1,0.337869,LAYING
-0.924666,-0.12269,0.621521,-0.186444,0.579301,-0.084934,0.637569,-0.886179,-0.862673,-0.806636,-0.776964,-0.899884,-0.745565,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.339268,LAYING
-0.924017,-0.122606,0.620925,-0.186444,0.579301,-0.084194,0.636278,-0.886126,-0.839274,-0.806636,-0.813859,-0.937605,-0.648535,-0.892879,-0.94487,-1,-1,-1,-0.843671,-1,0.339251,LAYING
-0.822319,-0.120785,0.599136,0.32831,0.58968,-0.226163,0.52991,-0.851298,0.042948,-0.221824,-0.297099,0.002954,0.353852,0.126075,-0.074426,-0.255216,-0.337444,-0.241906,0.246868,-0.310033,0.333189,LAYING
-0.826098,-0.218534,0.582541,-0.2538,0.585497,-0.226163,0.582836,-0.938693,-0.525336,-0.45434,-0.528073,-0.55049,-0.108557,-0.457461,-0.466919,-0.867644,-0.93912,-0.776626,-0.483554,-0.798901,0.410625,LAYING
-0.919637,-0.196781,0.572894,-0.2538,0.537692,-0.161799,0.582836,-0.928994,-0.393624,-0.499065,-0.508322,-0.493977,-0.094076,-0.598825,-0.601616,-0.75852,-0.894813,-0.776626,-0.584901,-0.798901,0.393126,LAYING
-0.919637,-0.206323,0.576504,-0.264748,0.537692,-0.169138,0.589524,-0.933836,-0.50459,-0.528192,-0.690858,-0.584909,-0.301752,-0.659281,-0.668343,-1,-0.93912,-0.942216,-0.676235,-0.940965,0.400366,LAYING
-0.928072,-0.212365,0.572936,-0.274842,0.536164,-0.172323,0.589229,-0.936774,-0.74495,-0.659085,-0.798327,-0.754719,-0.514669,-0.820753,-0.721837,-1,-1,-1,-0.853531,-1,0.404595,LAYING
-0.928072,-0.216545,0.572292,-0.28231,0.530684,-0.175486,0.589229,-0.938788,-0.73722,-0.77939,-0.790886,-0.976107,-0.615368,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,0.407657,LAYING
-0.925744,-0.216598,0.572899,-0.280181,0.530684,-0.175514,0.590855,-0.938807,-0.729757,-0.770924,-0.805914,-0.977412,-0.686711,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.407865,LAYING
-0.925744,-0.216057,0.572696,-0.280078,0.530556,-0.176522,0.590409,-0.938547,-0.729757,-0.788157,-0.8582,-0.92966,-0.688147,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.407499,LAYING
-0.916656,-0.217191,0.572806,-0.280078,0.531152,-0.177128,0.590409,-0.939083,-0.769828,-0.870602,-0.832218,-0.880122,-0.602836,-0.892879,-0.94487,-1,-1,-1,-0.907014,-1,0.408298,LAYING
-0.916656,-0.21808,0.573,-0.282364,0.531156,-0.177128,0.590323,-0.939508,-0.761244,-0.950942,-0.773612,-0.838981,-0.673707,-0.946357,-0.94487,-1,-1,-1,-0.873482,-1,0.408921,LAYING
-0.924384,-0.215813,0.572487,-0.279439,0.531156,-0.175022,0.590138,-0.938433,-0.778718,-0.870602,-0.764355,-0.860722,-0.708151,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.407183,LAYING
-0.91823,-0.215551,0.57169,-0.279439,0.529565,-0.175611,0.589455,-0.938306,-0.753629,-0.816372,-0.812398,-0.846907,-0.740472,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.407062,LAYING
-0.91823,-0.215746,0.572262,-0.277587,0.531874,-0.175611,0.589455,-0.938397,-0.657152,-0.754968,-0.72378,-0.798364,-0.673735,-0.892879,-0.94487,-1,-1,-1,-0.873482,-1,0.40733,LAYING
-0.923099,-0.212,0.573719,-0.276834,0.531939,-0.175332,0.589757,-0.936602,-0.7344,-0.737849,-0.714723,-0.836084,-0.555577,-0.892879,-0.94487,-1,-1,-1,-0.946182,-1,0.404552,LAYING
-0.944295,-0.214375,0.573394,-0.276834,0.531939,-0.179075,0.589659,-0.93773,-0.78797,-0.762751,-0.803011,-0.817675,-0.610978,-0.946357,-1,-1,-1,-1,-1,-1,0.40628,LAYING
-0.917643,-0.221264,0.571893,-0.283185,0.530967,-0.180442,0.589355,-0.940996,-0.763782,-0.770924,-0.812015,-0.811197,-0.68849,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,0.411303,LAYING
-0.917643,-0.218642,0.571986,-0.281085,0.530291,-0.180442,0.589355,-0.939757,-0.707019,-0.77939,-0.78523,-0.83962,-0.630892,-0.892879,-0.94487,-1,-1,-1,-0.873482,-1,0.409372,LAYING
-0.925529,-0.215945,0.572695,-0.281085,0.531224,-0.173908,0.590357,-0.938501,-0.685559,-0.77939,-0.69507,-0.801631,-0.543617,-0.854006,-0.94487,-1,-1,-0.942216,-0.873482,-1,0.407476,LAYING
-0.93019,-0.216371,0.573035,-0.283001,0.531284,-0.173908,0.590357,-0.938706,-0.74495,-0.826456,-0.690588,-0.825233,-0.535346,-0.907316,-0.94487,-1,-1,-1,-1,-1,0.407816,LAYING
-0.937709,-0.219188,0.572224,-0.283001,0.531284,-0.182202,0.589346,-0.940019,-0.739422,-0.816372,-0.781932,-0.862997,-0.628019,-0.907316,-1,-1,-1,-1,-1,-1,0.409782,LAYING
-0.911678,-0.224419,0.571363,-0.285713,0.530298,-0.183193,0.589346,-0.942457,-0.74384,-0.816372,-0.843965,-0.845109,-0.68914,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,0.41354,LAYING
-0.911678,-0.218834,0.572666,-0.2794,0.531495,-0.183193,0.589358,-0.939824,-0.85712,-0.936113,-0.748947,-0.805229,-0.682986,-0.892879,-0.94487,-1,-1,-1,-0.907014,-1,0.409435,LAYING
-0.925315,-0.217471,0.57269,-0.2794,0.531495,-0.179284,0.589674,-0.939201,-0.786949,-0.836903,-0.729473,-0.785686,-0.760495,-0.892879,-0.94487,-1,-1,-1,-0.946182,-1,0.408415,LAYING
-0.925315,-0.219356,0.572199,-0.282873,0.530576,-0.179284,0.589674,-0.940102,-0.748262,-0.721327,-0.813859,-0.839457,-0.710974,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,0.409798,LAYING
-0.925092,-0.218994,0.572309,-0.282873,0.530576,-0.178315,0.589854,-0.939935,-0.761244,-0.734536,-0.833,-0.854659,-0.651559,-0.946357,-0.94487,-1,-1,-1,-0.907014,-1,0.409522,LAYING
-0.233747,0.867748,-0.355759,0.806196,-0.346894,0.878551,-0.352693,0.655251,0.737547,0.57387,0.590554,0.78858,0.873867,0.61302,0.555402,0.683325,0.630903,0.34965,0.521481,0.410402,-0.581896,WALKING
-0.043816,0.862733,-0.380232,0.793816,-0.369333,0.878551,-0.35968,0.64286,0.840177,0.462121,0.619689,0.79767,0.877247,0.673292,0.536276,0.572536,0.60792,0.419146,0.498851,0.433255,-0.56362,WALKING
-0.043816,0.85614,-0.381413,0.793816,-0.387979,0.862549,-0.35968,0.626776,0.859659,0.495695,0.603944,0.770754,0.865329,0.430234,0.450451,0.554755,0.476233,0.216827,0.342047,0.298363,-0.562265,WALKING
-0.004047,0.848766,-0.374392,0.784599,-0.387925,0.862277,-0.349865,0.608745,0.663778,0.527632,0.694496,0.795158,0.911802,0.622875,0.634632,0.581969,0.598311,0.480712,0.451344,0.452393,-0.56742,WALKING
-0.004047,0.859528,-0.370992,0.803319,-0.38374,0.862277,-0.343901,0.635094,0.779307,0.560655,0.822986,0.759596,0.911802,0.538352,0.589572,0.609206,0.58305,0.512544,0.449514,0.408358,-0.574752,WALKING
-0.208157,0.871634,-0.368211,0.804536,-0.382692,0.880981,-0.340874,0.664814,0.815913,0.478164,0.755398,0.740911,0.891416,0.55192,0.55991,0.583604,0.633377,0.367567,0.378074,0.275712,-0.582142,WALKING
-0.298838,0.87133,-0.370418,0.804536,-0.382692,0.888224,-0.344782,0.664051,0.727932,0.58533,0.695599,0.780585,0.909753,0.586975,0.680513,0.585805,0.685282,0.348303,0.272801,0.339038,-0.580155,WALKING
-0.096754,0.871312,-0.371697,0.804224,-0.381252,0.888224,-0.346199,0.664009,0.702031,0.525657,0.541497,0.786005,0.880557,0.472846,0.520191,0.51486,0.533462,0.30776,0.384918,0.280389,-0.578161,WALKING
-0.096754,0.873987,-0.370465,0.804224,-0.381252,0.890398,-0.349565,0.670624,0.744257,0.376205,0.579339,0.811267,0.886328,0.57826,0.586194,0.652702,0.541468,0.260052,0.428327,0.430575,-0.580016,WALKING
-0.109638,0.866472,-0.378729,0.802554,-0.383039,0.873009,-0.357246,0.652124,0.803623,0.361285,0.757968,0.773493,0.899235,0.505697,0.503885,0.55377,0.471702,0.241706,0.430107,0.462033,-0.571664,WALKING
0.104314,0.855288,-0.38769,0.795667,-0.39747,0.868164,-0.362064,0.624661,0.80901,0.450873,0.73569,0.756688,0.921942,0.642374,0.505409,0.68131,0.520049,0.436338,0.526539,0.37573,-0.55893,WALKING
0.104314,0.859326,-0.380822,0.795532,-0.38284,0.868164,-0.362064,0.634562,0.817451,0.544042,0.631679,0.752856,0.907432,0.64279,0.387848,0.637822,0.596758,0.307656,0.522217,0.393323,-0.564671,WALKING
-0.258712,0.863959,-0.369729,0.795532,-0.381387,0.880031,-0.348017,0.645875,0.794047,0.488305,0.606619,0.742394,0.844943,0.496618,0.503681,0.492206,0.462273,0.327325,0.29815,0.30423,-0.576933,WALKING
-0.258712,0.861826,-0.365804,0.79139,-0.379117,0.880005,-0.338,0.640627,0.739041,0.464088,0.589274,0.734171,0.912414,0.590274,0.518926,0.518336,0.576832,0.332271,0.459914,0.182902,-0.581116,WALKING
-0.377053,0.859726,-0.360463,0.805183,-0.35449,0.858299,-0.350813,0.635692,0.645722,0.554061,0.632661,0.658947,0.872089,0.547153,0.505091,0.510819,0.575987,0.234842,0.327649,0.265514,-0.577293,WALKING
-0.285426,0.846298,-0.376498,0.791271,-0.37747,0.858299,-0.350813,0.602773,0.790229,0.525034,0.650777,0.742284,0.864611,0.633678,0.642268,0.538912,0.690397,0.384441,0.515283,0.4441,-0.562775,WALKING
-0.285426,0.847749,-0.379532,0.777271,-0.389293,0.862317,-0.358095,0.606255,0.794945,0.633395,0.717913,0.75,0.921671,0.650776,0.591098,0.620075,0.676325,0.501288,0.540251,0.348747,-0.561448,WALKING
-0.308798,0.853874,-0.383769,0.794046,-0.38941,0.869457,-0.360701,0.621208,0.805167,0.574237,0.638388,0.722174,0.903605,0.521838,0.635059,0.487001,0.680456,0.477592,0.36773,0.384947,-0.557381,WALKING
-0.258528,0.860679,-0.387111,0.796168,-0.398408,0.869457,-0.36408,0.637864,0.778104,0.515517,0.640964,0.753552,0.914463,0.604064,0.632119,0.55691,0.638674,0.263521,0.395293,0.458479,-0.555032,WALKING
-0.258528,0.854984,-0.387861,0.796168,-0.390856,0.864261,-0.36408,0.623954,0.790969,0.533802,0.824582,0.778118,0.907703,0.501396,0.522585,0.574354,0.682994,0.297095,0.399569,0.40179,-0.555368,WALKING
-0.216786,0.846606,-0.38007,0.784631,-0.387924,0.863391,-0.363665,0.603494,0.89039,0.525251,0.787888,0.757437,0.923991,0.621873,0.659973,0.617369,0.724661,0.4011,0.458969,0.421044,-0.559648,WALKING
-0.062767,0.855636,-0.378064,0.79417,-0.387924,0.863391,-0.360703,0.625562,0.844109,0.570826,0.64778,0.804527,0.944106,0.655246,0.568437,0.707711,0.619318,0.285523,0.571575,0.496323,-0.563544,WALKING
-0.062767,0.860529,-0.385423,0.79417,-0.39235,0.868962,-0.361317,0.637477,0.746849,0.469806,0.742917,0.792809,0.940008,0.690433,0.615362,0.653064,0.699427,0.302088,0.376118,0.363659,-0.561511,WALKING
-0.032961,0.852206,-0.381907,0.78982,-0.38896,0.868962,-0.361317,0.617119,0.892208,0.577893,0.675258,0.779491,0.906985,0.60926,0.638887,0.602367,0.770961,0.280635,0.480585,0.422387,-0.561152,WALKING
-0.032961,0.848024,-0.380835,0.777724,-0.38896,0.867175,-0.355507,0.606918,0.892211,0.657691,0.682493,0.759089,0.942057,0.644273,0.745891,0.64743,0.724351,0.424441,0.482502,0.449838,-0.559044,WALKING
-0.28917,0.847195,-0.384322,0.777507,-0.397934,0.866102,-0.355507,0.604905,0.820854,0.585711,0.69506,0.774404,0.881888,0.58946,0.527377,0.496852,0.729693,0.50574,0.443941,0.297499,-0.558031,WALKING
-0.247592,0.844824,-0.383527,0.774922,-0.397242,0.86198,-0.354388,0.599154,0.828446,0.604412,0.695887,0.763553,0.957897,0.481439,0.405976,0.532875,0.600907,0.4301,0.311048,0.286193,-0.559322,WALKING
0.624534,0.832765,-0.372208,0.78888,-0.376422,0.832201,-0.370699,0.57036,0.550231,0.591188,0.634522,0.885462,0.900225,0.804053,0.677864,0.711951,0.754101,0.731007,0.687947,0.697144,-0.568568,WALKING_DOWNSTAIRS
0.601077,0.85541,-0.367824,0.79579,-0.365638,0.852815,-0.346851,0.625013,0.499728,0.534979,0.613285,0.826302,0.923991,0.821913,0.613186,0.758496,0.676523,0.705907,0.7637,0.632688,-0.589288,WALKING_DOWNSTAIRS
0.601077,0.873195,-0.359973,0.818325,-0.365638,0.877855,-0.346851,0.668794,0.474235,0.563058,0.623871,0.768803,0.891416,0.713619,0.623098,0.673923,0.648708,0.730769,0.725066,0.657912,-0.600791,WALKING_DOWNSTAIRS
0.635314,0.884841,-0.356762,0.818325,-0.367801,0.893439,-0.332273,0.697628,0.585053,0.538053,0.462542,0.785997,0.865942,0.624807,0.563267,0.742243,0.464168,0.792761,0.798888,0.693805,-0.605224,WALKING_DOWNSTAIRS
0.635314,0.88608,-0.34182,0.820872,-0.337296,0.902682,-0.332208,0.70072,0.505548,0.408237,0.437757,0.818631,0.846274,0.792568,0.63164,0.780493,0.644931,0.794944,0.820943,0.677029,-0.620054,WALKING_DOWNSTAIRS
0.561828,0.876226,-0.33855,0.820872,-0.337296,0.877428,-0.334876,0.676309,0.569683,0.49815,0.549624,0.797208,0.882607,0.769156,0.662714,0.651816,0.59389,0.663437,0.76992,0.497484,-0.626449,WALKING_DOWNSTAIRS
0.747803,0.86661,-0.362056,0.807916,-0.349215,0.877428,-0.34994,0.652424,0.579439,0.736908,0.448906,0.799667,0.865942,0.803456,0.665173,0.646884,0.585489,0.596643,0.680283,0.597005,-0.606865,WALKING_DOWNSTAIRS
0.42313,0.819646,-0.404629,0.791941,-0.393947,0.780077,-0.430751,0.539952,0.620396,0.510501,0.437155,0.741652,0.826335,0.616391,0.534913,0.659385,0.47568,0.525036,0.558588,0.468082,-0.544333,WALKING_DOWNSTAIRS
0.361505,0.860105,-0.381089,0.801509,-0.390603,0.849763,-0.3738,0.636535,0.542256,0.708885,0.448758,0.71462,0.852422,0.635589,0.530437,0.651059,0.475928,0.490619,0.552448,0.496152,-0.591834,WALKING_DOWNSTAIRS
0.361505,0.868364,-0.372237,0.801509,-0.378322,0.88432,-0.348526,0.656725,0.447672,0.792572,0.552821,0.739258,0.854024,0.771346,0.572696,0.682599,0.597601,0.537832,0.710161,0.513902,-0.594582,WALKING_DOWNSTAIRS
0.448589,0.868268,-0.374228,0.799576,-0.378322,0.88432,-0.357678,0.656485,0.505919,0.736817,0.610889,0.764339,0.857851,0.530937,0.396423,0.636716,0.431459,0.484904,0.655849,0.529053,-0.590144,WALKING_DOWNSTAIRS
0.534326,0.869926,-0.380387,0.808009,-0.381291,0.883614,-0.357678,0.660592,0.533843,0.702683,0.674196,0.814475,0.916513,0.705812,0.687254,0.592365,0.771744,0.610549,0.701491,0.487947,-0.58764,WALKING_DOWNSTAIRS
0.534326,0.877877,-0.363693,0.822907,-0.357096,0.883614,-0.355976,0.680354,0.354843,0.701605,0.770829,0.845691,0.903605,0.740604,0.699441,0.585508,0.575752,0.581675,0.671916,0.553501,-0.603733,WALKING_DOWNSTAIRS
0.451964,0.869715,-0.357095,0.822907,-0.357096,0.869565,-0.342026,0.660292,0.419451,0.65341,0.552353,0.715252,0.914463,0.639546,0.480641,0.572975,0.589354,0.462652,0.565081,0.528569,-0.599439,WALKING_DOWNSTAIRS
0.451964,0.860269,-0.367598,0.79748,-0.37213,0.869565,-0.342026,0.636849,0.64832,0.673251,0.504399,0.726682,0.850372,0.680508,0.627173,0.611167,0.572023,0.265005,0.638088,0.549468,-0.589306,WALKING_DOWNSTAIRS
-0.097508,0.83339,-0.391946,0.811997,-0.355959,0.789773,-0.418474,0.572984,0.654646,0.395022,0.395567,0.639339,0.811037,0.341283,0.52534,0.335028,0.547559,0.223608,0.45927,0.203122,-0.521498,WALKING_UPSTAIRS
-0.289718,0.783544,-0.433145,0.7698,-0.408222,0.786684,-0.418474,0.454494,0.678408,0.444072,0.4516,0.598267,0.835416,0.503746,0.444261,0.363951,0.460563,0.233819,0.4537,0.118718,-0.468342,WALKING_UPSTAIRS
-0.124104,0.765068,-0.442642,0.699734,-0.442591,0.775241,-0.445152,0.411702,0.679392,0.622527,0.529306,0.62202,0.790545,0.599814,0.548719,0.55405,0.534963,0.22349,0.45939,0.236953,-0.452938,WALKING_UPSTAIRS
-0.124104,0.76496,-0.459597,0.705655,-0.452628,0.775241,-0.445327,0.411484,0.644061,0.593898,0.505584,0.657193,0.757086,0.645913,0.55217,0.532603,0.494189,0.26199,0.422747,0.292374,-0.438659,WALKING_UPSTAIRS
