@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,8-9,11-16,18-41,43-53,55-265,267-268,270-271,273-274,276-281,283-302,304-310,312-314,316-381,383-389,391-503,506-508,510-559,561-562'

@attribute tBodyAcc-std()-X numeric
@attribute tBodyAcc-mad()-X numeric
@attribute tBodyAcc-max()-X numeric
@attribute tBodyAcc-energy()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-min()-Y numeric
@attribute fBodyAcc-mean()-X numeric
@attribute fBodyAcc-std()-X numeric
@attribute fBodyAcc-mad()-X numeric
@attribute fBodyAcc-max()-X numeric
@attribute fBodyAcc-energy()-X numeric
@attribute fBodyAcc-bandsEnergy()-A-18 numeric
@attribute fBodyAcc-bandsEnergy()-I-1_16 numeric
@attribute fBodyAcc-bandsEnergy()-M-1_24 numeric
@attribute fBodyAccJerk-bandsEnergy()-A-1_8 numeric
@attribute fBodyAccJerk-bandsEnergy()-I-1_16 numeric
@attribute fBodyAccMag-std() numeric
@attribute fBodyAccMag-mad() numeric
@attribute fBodyAccMag-energy() numeric
@attribute angle(Y-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.978036,-0.97719,-0.941461,-0.9993,0.905288,0.917035,-0.984922,-0.975388,-0.982365,-0.973069,-0.999664,-0.999551,-0.999638,-0.999657,-0.999984,-0.999986,-0.954819,-0.962986,-0.998626,-0.726908,LAYING
-0.997049,-0.997245,-0.941461,-0.99997,0.906879,0.917579,-0.996411,-0.997321,-0.996703,-0.99789,-0.999983,-0.99998,-0.999984,-0.999984,-0.999985,-0.999987,-0.986935,-0.987054,-0.999806,-0.728776,LAYING
-0.986365,-0.988879,-0.922465,-0.999848,0.907736,0.920132,-0.98485,-0.98692,-0.983733,-0.989981,-0.999848,-0.999839,-0.999851,-0.999849,-0.999944,-0.999937,-0.982397,-0.977035,-0.999628,-0.729584,LAYING
-0.986196,-0.988415,-0.922465,-0.999835,0.907043,0.920113,-0.985307,-0.986443,-0.983316,-0.98906,-0.999845,-0.999838,-0.999849,-0.999844,-0.999932,-0.999915,-0.981394,-0.972227,-0.999523,-0.728748,LAYING
-0.991933,-0.993199,-0.930339,-0.999929,0.90724,0.920113,-0.990387,-0.99259,-0.989843,-0.994499,-0.999933,-0.999974,-0.999937,-0.999935,-0.99999,-0.999902,-0.98583,-0.979515,-0.999645,-0.729481,LAYING
-0.993087,-0.994434,-0.930339,-0.999941,0.907277,0.92029,-0.991373,-0.993873,-0.991214,-0.99602,-0.999946,-0.999982,-0.999952,-0.999948,-0.999995,-0.999923,-0.990376,-0.988665,-0.999815,-0.729185,LAYING
-0.994853,-0.995408,-0.93784,-0.999961,0.907181,0.92029,-0.993646,-0.995394,-0.99399,-0.996392,-0.999964,-0.999972,-0.999965,-0.999966,-0.999985,-0.999965,-0.994115,-0.99184,-0.999896,-0.728941,LAYING
-0.994104,-0.994273,-0.93784,-0.999956,0.907611,0.920703,-0.992843,-0.994652,-0.992984,-0.995406,-0.999957,-0.999981,-0.999961,-0.999958,-0.999972,-0.999942,-0.993947,-0.991307,-0.999891,-0.72987,LAYING
-0.991706,-0.992333,-0.939728,-0.99993,0.907765,0.920948,-0.990698,-0.992066,-0.98912,-0.99599,-0.99993,-0.99996,-0.99993,-0.999929,-0.999963,-0.999907,-0.983348,-0.981127,-0.999704,-0.729309,LAYING
-0.992672,-0.99373,-0.939728,-0.999915,0.908366,0.920948,-0.992907,-0.992423,-0.991767,-0.995623,-0.999941,-0.999969,-0.999938,-0.999941,-0.999977,-0.999923,-0.979157,-0.979747,-0.999591,-0.730525,LAYING
-0.996423,-0.996887,-0.944329,-0.999944,0.910128,0.920961,-0.995218,-0.997026,-0.995706,-0.998405,-0.999978,-0.999982,-0.999981,-0.99998,-0.99999,-0.999981,-0.982979,-0.979474,-0.999665,-0.734686,LAYING
-0.995699,-0.99596,-0.943479,-0.999945,0.910449,0.921698,-0.99482,-0.99607,-0.995403,-0.996821,-0.999972,-0.999977,-0.999978,-0.999975,-0.999994,-0.999985,-0.984251,-0.979864,-0.999701,-0.735121,LAYING
-0.995426,-0.995571,-0.943479,-0.999944,0.908466,0.920707,-0.995572,-0.995237,-0.995134,-0.994703,-0.99997,-0.999976,-0.999974,-0.999971,-0.999995,-0.999978,-0.986386,-0.984267,-0.999772,-0.731594,LAYING
-0.996401,-0.996747,-0.943987,-0.999972,0.907035,0.919735,-0.995473,-0.996828,-0.995817,-0.99796,-0.999978,-0.999989,-0.99998,-0.999979,-0.999998,-0.999969,-0.99268,-0.991361,-0.999888,-0.728207,LAYING
-0.997142,-0.997195,-0.943987,-0.999981,0.906286,0.918857,-0.996173,-0.997628,-0.997072,-0.998154,-0.999984,-0.999993,-0.999987,-0.999986,-0.999984,-0.99997,-0.994556,-0.993705,-0.999882,-0.725955,LAYING
-0.930711,-0.934162,-0.880632,-0.99607,0.897339,0.855937,-0.949652,-0.924088,-0.943046,-0.917826,-0.997309,-0.996463,-0.997104,-0.997254,-0.999709,-0.999798,-0.95135,-0.934152,-0.997727,-0.710031,LAYING
-0.954572,-0.956487,-0.894337,-0.998738,0.891982,0.895385,-0.967732,-0.949865,-0.965255,-0.94609,-0.998775,-0.998385,-0.99867,-0.998749,-0.999961,-0.999946,-0.935558,-0.948034,-0.997421,-0.702288,LAYING
-0.987855,-0.988016,-0.943257,-0.999805,0.883309,0.895385,-0.990288,-0.986701,-0.988825,-0.985029,-0.999874,-0.999851,-0.999866,-0.999871,-0.999988,-0.999959,-0.971306,-0.968642,-0.999264,-0.689778,LAYING
-0.997716,-0.998128,-0.941358,-0.999988,0.883535,0.895998,-0.997732,-0.997626,-0.997224,-0.997836,-0.999987,-0.999991,-0.999987,-0.999988,-0.999993,-0.999981,-0.993179,-0.990418,-0.999893,-0.688593,LAYING
-0.998019,-0.99835,-0.941358,-0.99999,0.882867,0.89616,-0.997458,-0.998284,-0.997987,-0.998412,-0.999989,-0.999993,-0.999989,-0.99999,-0.999994,-0.99998,-0.996249,-0.99462,-0.999947,-0.687403,LAYING
-0.99759,-0.997841,-0.9436,-0.999987,0.882481,0.89616,-0.996996,-0.997857,-0.996708,-0.998708,-0.999987,-0.999992,-0.999986,-0.999987,-0.999995,-0.999977,-0.994536,-0.991919,-0.999908,-0.686879,LAYING
-0.996023,-0.99659,-0.937669,-0.999973,0.882368,0.89585,-0.995193,-0.996376,-0.994665,-0.998428,-0.999975,-0.999979,-0.999976,-0.999976,-0.99998,-0.999971,-0.988294,-0.984761,-0.999768,-0.687216,LAYING
-0.94675,-0.947705,-0.852685,-0.997479,0.883473,0.89585,-0.951277,-0.944805,-0.949088,-0.946477,-0.998357,-0.99802,-0.998265,-0.998322,-0.999815,-0.99972,-0.818021,-0.852012,-0.982213,-0.689743,LAYING
-0.93063,-0.929953,-0.852685,-0.995102,0.884328,0.888991,-0.952115,-0.923316,-0.941291,-0.917398,-0.997303,-0.996498,-0.997093,-0.997224,-0.999554,-0.999522,-0.867075,-0.870794,-0.98946,-0.693568,LAYING
-0.933454,-0.940583,-0.861398,-0.997376,0.877002,0.88228,-0.938257,-0.9314,-0.935838,-0.945347,-0.997506,-0.996879,-0.997337,-0.997478,-0.999737,-0.999746,-0.896754,-0.918876,-0.993958,-0.682053,LAYING
-0.980244,-0.983289,-0.920304,-0.999671,0.869899,0.88228,-0.977123,-0.981549,-0.978435,-0.984664,-0.99972,-0.999698,-0.99973,-0.999737,-0.99988,-0.999857,-0.96046,-0.960618,-0.998611,-0.669579,LAYING
-0.989376,-0.994148,-0.920304,-0.999898,0.869556,0.882335,-0.984552,-0.992026,-0.989394,-0.994072,-0.999898,-0.999923,-0.999922,-0.999921,-0.99994,-0.99995,-0.978236,-0.976084,-0.999475,-0.669911,LAYING
-0.999064,-0.999154,-0.94571,-0.999996,0.868851,0.882173,-0.998546,-0.999362,-0.998804,-0.999586,-0.999996,-0.999996,-0.999997,-0.999997,-0.999995,-0.999994,-0.990941,-0.989122,-0.999876,-0.6685,LAYING
-0.998985,-0.999019,-0.94571,-0.999995,0.867992,0.881574,-0.998454,-0.999286,-0.99862,-0.999882,-0.999995,-0.999996,-0.999996,-0.999997,-0.999995,-0.999994,-0.996584,-0.994946,-0.99996,-0.666305,LAYING
-0.99985,-0.999798,-0.946109,-0.999999,0.867662,0.881488,-0.99981,-0.999869,-0.999981,-0.999203,-0.999999,-0.999997,-0.999999,-1,-0.999996,-0.999998,-0.994052,-0.992896,-0.999913,-0.665768,LAYING
-1,-0.999881,-0.945641,-1,0.867141,0.880636,-1,-1,-0.999938,-0.999913,-1,-0.999999,-0.999999,-1,-0.999998,-0.999994,-0.994723,-0.99308,-0.999916,-0.664977,LAYING
-0.998023,-0.998087,-0.943155,-0.99999,0.866806,0.880636,-0.997616,-0.99819,-0.997789,-0.998169,-0.999989,-0.999993,-0.999992,-0.99999,-0.999996,-0.999984,-0.997978,-0.997182,-0.999976,-0.664395,LAYING
-0.99752,-0.997475,-0.943155,-0.999987,0.867018,0.880662,-0.997412,-0.997496,-0.99704,-0.998303,-0.999986,-0.999991,-0.999989,-0.999987,-0.999992,-0.999984,-0.998514,-0.998633,-0.999982,-0.664409,LAYING
-0.977736,-0.988798,-0.941334,-0.99964,0.866996,0.880609,-0.969701,-0.981837,-0.976936,-0.989597,-0.999656,-0.999658,-0.999667,-0.999681,-0.999841,-0.999914,-0.961057,-0.952127,-0.998479,-0.664409,LAYING
-0.959762,-0.961676,-0.916985,-0.998735,0.869355,0.880609,-0.969823,-0.95601,-0.958693,-0.959074,-0.999019,-0.998684,-0.998925,-0.99899,-0.999674,-0.999815,-0.926843,-0.940145,-0.996899,-0.668414,LAYING
-0.946575,-0.945317,-0.899394,-0.998325,0.876138,0.880637,-0.95232,-0.944188,-0.955069,-0.938806,-0.998347,-0.997996,-0.998267,-0.998334,-0.999814,-0.999794,-0.953473,-0.952118,-0.998319,-0.679376,LAYING
-0.272377,-0.325748,-0.063208,-0.731868,-0.216441,-0.210627,-0.261656,-0.276573,-0.172011,-0.481841,-0.733299,-0.722605,-0.723966,-0.72833,-0.749493,-0.759765,-0.373996,-0.232898,-0.691979,0.230677,WALKING
-0.246565,-0.308511,0.083504,-0.714859,-0.231592,-0.210627,-0.225535,-0.254955,-0.078972,-0.479443,-0.714159,-0.722514,-0.701122,-0.706968,-0.754357,-0.721644,-0.305016,-0.145202,-0.635896,0.241354,WALKING
-0.193736,-0.279317,0.116829,-0.673512,-0.222262,-0.210157,-0.150178,-0.211496,-0.053053,-0.501613,-0.672905,-0.70797,-0.664453,-0.667238,-0.763482,-0.637029,-0.288739,-0.114512,-0.622121,0.236496,WALKING
-0.196453,-0.298015,0.116829,-0.675109,-0.214627,-0.192743,-0.193855,-0.197431,-0.048295,-0.417625,-0.67511,-0.706423,-0.660331,-0.667883,-0.758244,-0.622544,-0.333545,-0.213622,-0.668016,0.232123,WALKING
-0.186235,-0.274206,0.144092,-0.66769,-0.224129,-0.206491,-0.215691,-0.174853,-0.079393,-0.3032,-0.666837,-0.683022,-0.650761,-0.660757,-0.728595,-0.663025,-0.350398,-0.164354,-0.65411,0.237883,WALKING
-0.164511,-0.233883,0.144092,-0.645731,-0.227405,-0.206491,-0.156991,-0.167444,-0.053124,-0.387523,-0.648906,-0.660811,-0.633607,-0.646517,-0.689214,-0.594497,-0.324548,-0.142673,-0.622356,0.2394,WALKING
-0.178766,-0.228792,-0.037064,-0.661583,-0.220471,-0.202498,-0.18819,-0.175029,-0.093706,-0.459855,-0.660726,-0.675515,-0.638696,-0.657022,-0.717883,-0.632121,-0.446402,-0.281191,-0.714674,0.233758,WALKING
-0.174051,-0.225911,0.020897,-0.65664,-0.221714,-0.201534,-0.126076,-0.193633,-0.129667,-0.421704,-0.656799,-0.680476,-0.644871,-0.657907,-0.713759,-0.679086,-0.44714,-0.309173,-0.739501,0.233839,WALKING
-0.208584,-0.269422,0.020897,-0.685486,-0.224702,-0.201534,-0.229398,-0.200469,-0.150391,-0.40483,-0.684793,-0.673735,-0.665504,-0.67889,-0.666053,-0.683791,-0.37269,-0.261911,-0.703569,0.236303,WALKING
-0.237878,-0.312834,0.167014,-0.707833,-0.226463,-0.201883,-0.182574,-0.260724,-0.168786,-0.439716,-0.707551,-0.709256,-0.700575,-0.705597,-0.729971,-0.710871,-0.2892,-0.16786,-0.610824,0.238695,WALKING
-0.252635,-0.348084,0.167014,-0.71888,-0.230841,-0.206554,-0.230867,-0.261329,-0.17648,-0.405345,-0.718721,-0.726801,-0.707383,-0.71613,-0.769777,-0.696338,-0.245901,-0.037562,-0.555965,0.242039,WALKING
-0.278698,-0.370973,0.004817,-0.73855,-0.231251,-0.206554,-0.269461,-0.282308,-0.143833,-0.506473,-0.737891,-0.749613,-0.725803,-0.73489,-0.778483,-0.708961,-0.292928,-0.15371,-0.640284,0.242268,WALKING
-0.293879,-0.366456,-0.046977,-0.74857,-0.229739,-0.202737,-0.257107,-0.308844,-0.182158,-0.582973,-0.748739,-0.74353,-0.737459,-0.745031,-0.772892,-0.760119,-0.364243,-0.211752,-0.700724,0.241641,WALKING
-0.316067,-0.379262,-0.072064,-0.763719,-0.225784,-0.210065,-0.265485,-0.336998,-0.17341,-0.584643,-0.764188,-0.791072,-0.757191,-0.761848,-0.817275,-0.761759,-0.414402,-0.267393,-0.727909,0.237525,WALKING
-0.26567,-0.342147,0.043734,-0.72736,-0.233496,-0.210065,-0.208669,-0.289338,-0.16984,-0.54075,-0.728393,-0.748466,-0.717634,-0.726792,-0.78444,-0.722083,-0.393997,-0.250254,-0.697005,0.243689,WALKING
-0.246007,-0.309011,0.043734,-0.713806,-0.231558,-0.207796,-0.233771,-0.250823,-0.168852,-0.448762,-0.713739,-0.71787,-0.700057,-0.711182,-0.734288,-0.706945,-0.339452,-0.222415,-0.667941,0.242421,WALKING
-0.277457,-0.331702,-0.042124,-0.737018,-0.230151,-0.204971,-0.226326,-0.298558,-0.185389,-0.492303,-0.736982,-0.734704,-0.727467,-0.735894,-0.774838,-0.748459,-0.355441,-0.159415,-0.68081,0.2416,WALKING
-0.318902,-0.36674,-0.042124,-0.766197,-0.229609,-0.207449,-0.303781,-0.324888,-0.157743,-0.5739,-0.766131,-0.75676,-0.753104,-0.761122,-0.807684,-0.768842,-0.361776,-0.225765,-0.70943,0.241113,WALKING
-0.33019,-0.35608,-0.176412,-0.773825,-0.233041,-0.209242,-0.292058,-0.345765,-0.238026,-0.517117,-0.773769,-0.777978,-0.768052,-0.771512,-0.835082,-0.78181,-0.430496,-0.217103,-0.741089,0.242841,WALKING
-0.300347,-0.356541,0.116021,-0.753849,-0.225327,-0.209242,-0.266284,-0.31418,-0.183414,-0.496076,-0.753298,-0.755319,-0.745714,-0.7514,-0.805833,-0.762337,-0.393226,-0.259047,-0.705082,0.237862,WALKING
-0.264311,-0.33743,0.116021,-0.726824,-0.215371,-0.19479,-0.217908,-0.283352,-0.157692,-0.537094,-0.727383,-0.726918,-0.717306,-0.724083,-0.735863,-0.707674,-0.355549,-0.274946,-0.694676,0.231037,WALKING
-0.277348,-0.321996,-0.083973,-0.737511,-0.218631,-0.194198,-0.279828,-0.276299,-0.151924,-0.496135,-0.736912,-0.73547,-0.725526,-0.732239,-0.756934,-0.766601,-0.442605,-0.357929,-0.772818,0.233071,WALKING
-0.31235,-0.344756,-0.135592,-0.761613,-0.221025,-0.194198,-0.227567,-0.348659,-0.253941,-0.517064,-0.7616,-0.767872,-0.761297,-0.763115,-0.791323,-0.780824,-0.538187,-0.396202,-0.815584,0.234965,WALKING
-0.260728,-0.296921,-0.111062,-0.724224,-0.218496,-0.192845,-0.233406,-0.271723,-0.151956,-0.526934,-0.724748,-0.754523,-0.711334,-0.721557,-0.781263,-0.690067,-0.457833,-0.326615,-0.75234,0.232631,WALKING
-0.23823,-0.294976,-0.005984,-0.70836,-0.217687,-0.192134,-0.162363,-0.270198,-0.140819,-0.470019,-0.707813,-0.730882,-0.702216,-0.706974,-0.767398,-0.713724,-0.394199,-0.263883,-0.709547,0.231841,WALKING
-0.295003,-0.361719,-0.005984,-0.749309,-0.218896,-0.192805,-0.240413,-0.317663,-0.159967,-0.531713,-0.749537,-0.753087,-0.747394,-0.746341,-0.792183,-0.767612,-0.39994,-0.31466,-0.741303,0.233223,WALKING
0.548738,0.448303,0.648502,0.201282,-0.200396,-0.213552,0.523171,0.558609,0.691931,0.114647,0.200668,0.417429,0.269,0.214431,0.452345,-0.00258,0.223561,0.468812,0.074567,0.226386,WALKING_DOWNSTAIRS
0.471572,0.424025,0.648502,0.089624,-0.166437,-0.16514,0.259981,0.546985,0.244563,0.653957,0.084356,0.28862,0.127713,0.090445,0.096241,-0.25315,0.269999,0.240713,0.148707,0.202852,WALKING_DOWNSTAIRS
0.343509,0.302443,0.629904,-0.092888,-0.159177,-0.138449,0.218514,0.389625,0.367334,0.321776,-0.095695,0.04907,-0.038611,-0.077846,-0.197496,-0.359319,0.193348,0.541396,0.016212,0.1951,WALKING_DOWNSTAIRS
0.34247,0.24795,0.527696,-0.096933,-0.158786,-0.138321,0.21829,0.388361,0.167856,0.443754,-0.09703,0.05868,-0.04545,-0.086613,-0.084846,-0.388063,0.152873,0.322471,-0.139672,0.194229,WALKING_DOWNSTAIRS
0.4345,0.32866,0.678496,0.027893,-0.149353,-0.137085,0.455222,0.426208,0.588524,0.147412,0.03055,0.091721,0.065719,0.039373,-0.12714,-0.22732,0.261318,0.584433,0.147587,0.188176,WALKING_DOWNSTAIRS
0.499081,0.381856,0.707671,0.123167,-0.155685,-0.145602,0.36685,0.547994,0.575044,0.410923,0.125106,0.279328,0.166794,0.141375,0.225549,-0.145767,0.228162,0.62318,0.185478,0.193352,WALKING_DOWNSTAIRS
0.499369,0.425265,0.707671,0.122728,-0.158267,-0.145602,0.242259,0.589228,0.296116,0.638841,0.125546,0.416462,0.197902,0.142045,0.248418,-0.273238,0.203939,0.260667,-0.016642,0.196153,WALKING_DOWNSTAIRS
0.453715,0.408863,0.629445,0.056752,-0.206253,-0.212703,0.286976,0.514307,0.467923,0.314115,0.058232,0.295372,0.136936,0.082036,0.324305,-0.137263,0.140872,0.373682,-0.126903,0.228006,WALKING_DOWNSTAIRS
0.304085,0.245356,0.530718,-0.147737,-0.161577,-0.179134,0.185333,0.347993,0.279445,0.33587,-0.147794,-0.032089,-0.092744,-0.133639,-0.140417,-0.364354,0.116076,0.317914,-0.156145,0.196522,WALKING_DOWNSTAIRS
0.294899,0.240362,0.521359,-0.155198,-0.140015,-0.12955,0.232088,0.318787,0.520293,0.064413,-0.15974,-0.05688,-0.100325,-0.140415,-0.297426,-0.396595,0.181676,0.398781,-0.07116,0.179964,WALKING_DOWNSTAIRS
0.393834,0.336644,0.572313,-0.02494,-0.147318,-0.135572,0.144323,0.480616,0.303865,0.512015,-0.026893,0.143302,0.048891,-0.004853,-0.062183,-0.323121,0.092672,0.316328,-0.175751,0.184532,WALKING_DOWNSTAIRS
0.462977,0.39283,0.75064,0.070082,-0.141983,-0.135572,0.342003,0.5079,0.506432,0.421233,0.071718,0.165268,0.127084,0.088514,-0.061824,-0.194275,0.112874,0.413909,-0.06044,0.182211,WALKING_DOWNSTAIRS
0.551762,0.475769,0.75064,0.202844,-0.143577,-0.134187,0.36986,0.617763,0.461698,0.634375,0.205377,0.460351,0.273862,0.226082,0.405956,-0.114884,0.247584,0.437969,0.059338,0.18507,WALKING_DOWNSTAIRS
0.518573,0.454613,0.662702,0.152443,-0.155858,-0.134187,0.14353,0.642951,0.405311,0.695773,0.154468,0.436198,0.258941,0.185129,0.217448,-0.172692,0.364733,0.462173,0.126877,0.194456,WALKING_DOWNSTAIRS
0.469501,0.424685,0.591837,0.078542,-0.179008,-0.191354,0.174134,0.570674,0.351627,0.573403,0.0813,0.207907,0.162248,0.106789,0.076095,-0.178544,0.165861,0.326901,-0.080192,0.207695,WALKING_DOWNSTAIRS
0.53709,0.520902,0.591837,0.182822,-0.158542,-0.139597,0.323225,0.613544,0.406263,0.610514,0.182766,0.436331,0.266132,0.204341,0.349884,-0.134864,0.173065,0.456823,-0.020206,0.193519,WALKING_DOWNSTAIRS
0.412618,0.382224,0.563132,-0.001404,-0.147506,-0.134709,0.250345,0.471614,0.399037,0.301483,-0.000556,0.19046,0.077855,0.016987,-0.060388,-0.330823,0.162785,0.485193,-0.007113,0.185223,WALKING_DOWNSTAIRS
0.349757,0.287939,0.563668,-0.086458,-0.144891,-0.126004,0.149017,0.421092,0.143121,0.470815,-0.087247,0.133648,-0.032729,-0.079546,-0.06184,-0.43642,0.126109,0.309017,-0.109079,0.183517,WALKING_DOWNSTAIRS
0.417688,0.354058,0.784666,0.004068,-0.149137,-0.142592,0.193827,0.496676,0.372805,0.46699,0.006584,0.15713,0.080698,0.029406,-0.04469,-0.247679,0.195794,0.502516,-0.011121,0.187414,WALKING_DOWNSTAIRS
0.579153,0.544391,0.784666,0.247048,-0.158358,-0.146904,0.384426,0.649483,0.564056,0.504311,0.248157,0.538006,0.340636,0.274899,0.241582,-0.200447,0.285429,0.636203,0.129841,0.19443,WALKING_DOWNSTAIRS
0.495999,0.461792,0.654001,0.118701,-0.155498,-0.146904,0.233696,0.587424,0.434492,0.576131,0.1205,0.423894,0.204439,0.146571,0.189953,-0.31665,0.143626,0.441546,-0.069819,0.192772,WALKING_DOWNSTAIRS
0.019823,-0.079692,0.228731,-0.478411,-0.246834,-0.272579,0.036162,0.013318,0.209638,-0.176275,-0.477877,-0.463923,-0.450307,-0.466602,-0.614586,-0.529178,-0.199386,-0.041326,-0.561361,0.251779,WALKING_UPSTAIRS
0.051811,-0.020926,0.261999,-0.4459,-0.293215,-0.298943,-0.042087,0.086607,0.103527,0.038653,-0.444753,-0.425239,-0.421334,-0.433444,-0.61664,-0.54104,-0.242378,-0.070676,-0.591417,0.285614,WALKING_UPSTAIRS
-0.041468,-0.133482,0.261999,-0.539509,-0.31729,-0.298943,-0.078699,-0.027147,0.100775,-0.155058,-0.53849,-0.512659,-0.516219,-0.526386,-0.707569,-0.652797,-0.255666,-0.065482,-0.609119,0.304239,WALKING_UPSTAIRS
-0.023683,-0.110295,0.271777,-0.522493,-0.299847,-0.293874,0.001111,-0.033563,0.091041,-0.243148,-0.521257,-0.50585,-0.494318,-0.513704,-0.681627,-0.617108,-0.233711,-0.12988,-0.615143,0.290732,WALKING_UPSTAIRS
0.080258,-0.023425,0.272746,-0.414648,-0.301979,-0.302049,0.148678,0.052119,0.290875,-0.282665,-0.414403,-0.441675,-0.393361,-0.403068,-0.664481,-0.554597,-0.152479,-0.043494,-0.537277,0.291068,WALKING_UPSTAIRS
0.038562,-0.073637,0.272746,-0.457699,-0.322052,-0.302497,0.068295,0.026645,0.274028,-0.264258,-0.45857,-0.473633,-0.444375,-0.446372,-0.681443,-0.589223,-0.139203,-0.015233,-0.518501,0.305744,WALKING_UPSTAIRS
-0.034278,-0.104577,0.253768,-0.53156,-0.329376,-0.305346,-0.068468,-0.021071,0.060577,-0.128565,-0.531556,-0.501733,-0.506021,-0.521603,-0.697923,-0.669488,-0.293596,-0.110646,-0.648831,0.311189,WALKING_UPSTAIRS
-0.071306,-0.146765,0.145756,-0.565025,-0.32879,-0.305569,-0.137895,-0.046295,0.057513,-0.319584,-0.566657,-0.539963,-0.53659,-0.554664,-0.747717,-0.693917,-0.281216,-0.160808,-0.66443,0.309557,WALKING_UPSTAIRS
0.050965,-0.054311,0.395296,-0.447057,-0.269815,-0.274506,0.09616,0.032655,0.194377,-0.178904,-0.445609,-0.439951,-0.428665,-0.438461,-0.644495,-0.574431,-0.164661,0.031731,-0.495337,0.267341,WALKING_UPSTAIRS
0.068931,-0.007887,0.338395,-0.428016,-0.29786,-0.298393,0.029473,0.084091,0.171433,-0.053767,-0.426603,-0.429184,-0.405373,-0.415517,-0.595508,-0.470974,-0.186834,-0.096225,-0.549195,0.287991,WALKING_UPSTAIRS
-0.007001,-0.072179,0.135482,-0.505806,-0.316143,-0.298393,0.050868,-0.030673,0.024101,-0.150845,-0.504818,-0.479537,-0.503689,-0.503365,-0.687252,-0.638908,-0.279639,-0.134143,-0.6407,0.302788,WALKING_UPSTAIRS
-0.035757,-0.108337,0.187426,-0.532839,-0.300656,-0.294219,-0.08573,-0.016731,0.076251,-0.19506,-0.533008,-0.512783,-0.516237,-0.523669,-0.719747,-0.651636,-0.313622,-0.198436,-0.653618,0.292022,WALKING_UPSTAIRS
-0.049283,-0.143356,0.187426,-0.544616,-0.304238,-0.292435,-0.059546,-0.045227,0.120135,-0.279886,-0.545947,-0.594451,-0.528174,-0.537096,-0.748094,-0.586675,-0.305771,-0.099113,-0.638812,0.294261,WALKING_UPSTAIRS
0.070573,-0.008076,0.250933,-0.422386,-0.318858,-0.293019,0.045569,0.080273,0.248164,-0.222489,-0.424846,-0.459262,-0.399388,-0.414021,-0.672465,-0.511778,-0.225152,-0.110974,-0.580525,0.30561,WALKING_UPSTAIRS
0.056826,-0.005468,0.250933,-0.43819,-0.320957,-0.293019,0.043682,0.062005,0.135822,-0.013183,-0.439435,-0.433421,-0.416078,-0.428128,-0.648567,-0.613021,-0.261123,-0.114097,-0.61696,0.306559,WALKING_UPSTAIRS
-0.126969,-0.192523,0.078644,-0.616311,-0.317517,-0.291398,-0.157351,-0.11523,0.013892,-0.367954,-0.616816,-0.610744,-0.591533,-0.607823,-0.756097,-0.695006,-0.382391,-0.231079,-0.719266,0.303194,WALKING_UPSTAIRS
-0.045004,-0.145437,0.333188,-0.540757,-0.268848,-0.284969,-0.137888,-0.010745,0.064674,-0.189813,-0.541882,-0.489312,-0.530333,-0.529646,-0.671248,-0.701543,-0.216948,-0.111406,-0.597505,0.266308,WALKING_UPSTAIRS
0.071825,0.0071,0.333188,-0.42313,-0.306316,-0.307264,0.027828,0.088701,0.092353,0.100285,-0.423491,-0.36424,-0.410648,-0.41425,-0.583509,-0.580796,-0.257758,-0.092566,-0.56925,0.293338,WALKING_UPSTAIRS
-0.020696,-0.097043,0.208748,-0.518149,-0.32692,-0.307264,-0.063042,-0.004472,0.070178,-0.091835,-0.518368,-0.530519,-0.48903,-0.509957,-0.675672,-0.540323,-0.282874,-0.138292,-0.62096,0.309936,WALKING_UPSTAIRS
-0.045517,-0.141682,0.208748,-0.543541,-0.306987,-0.304465,-0.082688,-0.031221,0.06111,-0.251669,-0.542365,-0.507829,-0.511634,-0.53528,-0.706723,-0.640016,-0.227726,-0.124663,-0.609972,0.296176,WALKING_UPSTAIRS
-0.041858,-0.130807,0.153602,-0.537782,-0.294477,-0.270871,-0.147173,-0.003352,0.02771,-0.136046,-0.53887,-0.494121,-0.50607,-0.527328,-0.699116,-0.674335,-0.265446,-0.118389,-0.63623,0.287013,WALKING_UPSTAIRS
-0.07122,-0.151169,0.269441,-0.566949,-0.303914,-0.283058,-0.055735,-0.077318,0.012179,-0.202879,-0.566544,-0.556804,-0.541334,-0.560234,-0.725953,-0.640455,-0.277027,-0.147652,-0.660038,0.293933,WALKING_UPSTAIRS
0.00762,-0.09046,0.269441,-0.488173,-0.307194,-0.283058,-0.020308,0.018447,0.099106,-0.09856,-0.490232,-0.477878,-0.478418,-0.48242,-0.688239,-0.602879,-0.233407,-0.148153,-0.581244,0.296486,WALKING_UPSTAIRS
-0.052155,-0.142361,0.244989,-0.545994,-0.303372,-0.27514,-0.04094,-0.056579,0.111131,-0.24608,-0.548679,-0.542673,-0.540485,-0.538267,-0.757779,-0.69973,-0.251136,-0.19126,-0.59688,0.293818,WALKING_UPSTAIRS
