@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-15,17-102,106-188,190-234,236-266,268-272,274-280,282-287,291-366,370-510,512-523,525-549,551-562'

@attribute tBodyAcc-std()-Y numeric
@attribute tBodyAcc-mad()-Y numeric
@attribute tBodyAcc-sma() numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyGyroJerk-arCoeff()-X4 numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAcc-mean()-Y numeric
@attribute fBodyAcc-mad()-Y numeric
@attribute fBodyAcc-sma() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAcc-entropy()-Z numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute fBodyBodyGyroJerkMag-entropy() numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.023472,-0.064025,-0.142214,0.57712,0.603754,0.607841,0.012975,0.733657,-0.07745,-0.025823,-0.148898,0.518853,0.464676,0.504218,0.485437,0.608514,0.332177,0.3946,0.272915,0.439306,WALKING
0.032706,-0.013572,-0.134418,0.691897,0.68149,0.596581,0.256819,0.747886,-0.023239,0.054168,-0.161068,0.553789,0.557524,0.419343,0.46387,0.575114,0.308014,0.362472,0.309064,0.340608,WALKING
-0.355657,-0.349567,-0.083543,0.649308,0.472509,0.402388,-0.013711,0.685962,-0.440738,-0.363609,-0.125855,0.67412,0.240293,0.51509,0.647353,0.207601,0.366117,0.678156,0.437619,0.316199,WALKING_DOWNSTAIRS
-0.314363,-0.308073,-0.059209,0.687295,0.505344,0.48243,-0.024033,0.656841,-0.358404,-0.301679,-0.10479,0.472943,0.343898,0.549898,0.522233,0.272754,0.423859,0.550576,0.25813,0.200595,WALKING_DOWNSTAIRS
-0.252161,-0.252735,-0.040475,0.636774,0.536887,0.431847,0.152167,0.697815,-0.299688,-0.214356,-0.134165,0.318283,0.388399,0.583742,0.388439,0.33275,0.360944,0.552797,0.326531,0.222941,WALKING_DOWNSTAIRS
-0.335027,-0.336433,0.028869,0.513969,0.429333,0.755193,-0.191504,0.70965,-0.396784,-0.290018,-0.090311,0.400882,0.353683,0.53566,0.446924,0.190961,0.405122,0.625521,0.426499,0.328476,WALKING_DOWNSTAIRS
-0.1777,-0.21614,-0.024565,0.627517,0.553721,0.592127,-0.434556,0.687171,-0.269406,-0.130062,-0.077749,0.463015,0.390356,0.581439,0.480691,0.338718,0.485758,0.53712,0.434641,0.52979,WALKING_DOWNSTAIRS
-0.193923,-0.209854,-0.037703,0.691166,0.502567,0.521861,-0.259671,0.651591,-0.245714,-0.164363,-0.133291,0.418769,0.444256,0.598062,0.399332,0.369033,0.455834,0.576465,0.299638,0.429918,WALKING_DOWNSTAIRS
-0.334933,-0.318021,-0.008374,0.836547,0.390358,0.521794,-0.026195,0.698673,-0.304059,-0.32752,-0.098844,0.440553,0.351945,0.442892,0.515751,0.302501,0.312476,0.507749,0.267458,0.342394,WALKING_DOWNSTAIRS
-0.260751,-0.276193,0.07844,0.74982,0.419455,0.565193,-0.03384,0.763707,-0.26953,-0.229509,0.044314,0.568683,0.434849,0.4889,0.538005,0.412262,0.429749,0.375991,0.362358,0.324305,WALKING_DOWNSTAIRS
-0.274795,-0.314621,-0.049442,0.61166,0.514252,0.539574,0.006306,0.629366,-0.333448,-0.28768,-0.129524,0.674191,0.428198,0.130918,0.518916,0.284468,0.138805,0.51413,0.256091,0.244734,WALKING_UPSTAIRS
-0.237495,-0.294071,-0.071586,0.561759,0.518376,0.590449,-0.236667,0.602204,-0.308782,-0.269334,-0.167913,0.582413,0.42574,0.283336,0.366026,0.326148,0.123908,0.51619,0.150198,0.166643,WALKING_UPSTAIRS
-0.037565,-0.065407,-0.053745,0.483495,0.571555,0.500811,-0.137513,0.634831,-0.217973,-0.110622,-0.158798,0.449607,0.433056,0.083495,0.496412,0.425059,0.090341,0.392948,0.261714,0.272972,WALKING_UPSTAIRS
-0.03491,-0.069762,0.006444,0.403175,0.568568,0.416855,-0.055648,0.653543,-0.060464,-0.050476,-0.064406,0.401098,0.462543,0.112779,0.404031,0.377234,0.153381,0.532341,0.346863,0.334288,WALKING_UPSTAIRS
-0.077858,-0.114023,0.048647,0.403175,0.612693,0.53888,-0.063798,0.634434,-0.205767,-0.148388,-0.089542,0.561377,0.40702,0.328654,0.557953,0.39779,0.153887,0.469064,0.267584,0.33652,WALKING_UPSTAIRS
-0.091368,-0.104641,-0.015902,0.465846,0.57431,0.651474,-0.173254,0.643515,-0.189281,-0.204988,-0.075093,0.524488,0.372382,0.320462,0.518403,0.348373,0.233253,0.430543,0.333665,0.364118,WALKING_UPSTAIRS
-0.260253,-0.286955,-0.095094,0.470444,0.603914,0.601927,-0.113054,0.620954,-0.282685,-0.271671,-0.203385,0.492848,0.254685,0.296767,0.466174,0.309172,0.143801,0.423888,0.142466,0.254908,WALKING_UPSTAIRS
-0.126442,-0.207273,-0.040535,0.528338,0.636719,0.428357,-0.238581,0.657419,-0.170309,-0.089679,-0.163244,0.448765,0.350981,0.208439,0.321039,0.415094,0.062632,0.510192,0.169311,0.161314,WALKING_UPSTAIRS
-0.216792,-0.262581,0.21698,0.576964,0.398555,0.510808,-0.100512,0.76892,-0.214153,-0.183304,0.106103,0.69246,0.415189,0.641193,0.563081,0.39411,0.467465,0.730124,0.448867,0.480018,WALKING_DOWNSTAIRS
-0.235534,-0.254949,0.19425,0.568699,0.475521,0.59506,0.054561,0.751094,-0.311023,-0.244778,-0.034583,0.488757,0.357219,0.366212,0.398058,0.311134,0.267284,0.60367,0.260019,0.405088,WALKING_DOWNSTAIRS
-0.32428,-0.335978,0.081389,0.640276,0.438188,0.583723,0.070638,0.725823,-0.359123,-0.263506,0.07654,0.725238,0.391272,0.4984,0.59941,0.296209,0.38732,0.668367,0.392414,0.366187,WALKING_DOWNSTAIRS
-0.253636,-0.301619,0.076315,0.568868,0.606818,0.788627,0.04454,0.757789,-0.25643,-0.170346,0.007962,0.604918,0.460941,0.596174,0.619634,0.354744,0.499725,0.671096,0.415319,0.427479,WALKING_DOWNSTAIRS
-0.154324,-0.186282,0.105028,0.568868,0.729672,0.717913,-0.129188,0.731433,-0.192434,-0.102268,0.0748,0.609073,0.445592,0.425332,0.615934,0.467476,0.394421,0.562538,0.472668,0.43792,WALKING_DOWNSTAIRS
-0.156261,-0.150901,0.149366,0.551523,0.559517,0.645211,-0.087026,0.791599,-0.185182,-0.10874,0.129315,0.735854,0.442314,0.561603,0.73369,0.45469,0.499399,0.707817,0.507971,0.521634,WALKING_DOWNSTAIRS
-0.206787,-0.216796,0.1165,0.512064,0.505687,0.693064,0.155912,0.795555,-0.22867,-0.174682,-0.073477,0.528174,0.332845,0.485927,0.611078,0.391946,0.396353,0.532696,0.531671,0.491942,WALKING_DOWNSTAIRS
-0.294787,-0.313139,0.054804,0.690509,0.480176,0.572363,0.241441,0.718387,-0.335342,-0.27574,0.036185,0.561909,0.41154,0.538539,0.554183,0.264353,0.499264,0.598563,0.459447,0.450256,WALKING_DOWNSTAIRS
-0.140362,-0.213246,0.083192,0.46972,0.562333,0.663422,0.192423,0.668948,-0.200538,-0.080518,0.028577,0.647038,0.425859,0.338054,0.638579,0.472499,0.264678,0.670427,0.454942,0.304654,WALKING_UPSTAIRS
-0.200806,-0.255799,0.013819,0.601973,0.497812,0.518856,0.138304,0.692475,-0.262557,-0.129534,-0.006062,0.567588,0.401154,0.350401,0.540356,0.33309,0.227347,0.540174,0.433921,0.287497,WALKING_UPSTAIRS
-0.020752,-0.145319,0.083838,0.533137,0.594569,0.481823,-0.203578,0.785445,-0.078445,0.037557,0.033613,0.653805,0.563275,0.249283,0.528327,0.51519,0.172018,0.56975,0.361285,0.391571,WALKING_UPSTAIRS
0.01307,-0.120996,0.083184,0.487932,0.550921,0.505265,0.175853,0.762577,-0.042112,0.080564,0.018046,0.557181,0.562645,0.332622,0.599914,0.516908,0.152015,0.588081,0.445381,0.486985,WALKING_UPSTAIRS
-0.109267,-0.161843,-0.008868,0.515828,0.530333,0.521062,0.155298,0.690216,-0.149283,-0.083675,-0.065166,0.529643,0.424463,0.36862,0.568471,0.431942,0.124956,0.558294,0.210627,0.43317,WALKING_UPSTAIRS
-0.088038,-0.11114,-0.040676,0.556633,0.685082,0.347509,0.325272,0.673573,-0.112897,-0.091017,-0.069557,0.592289,0.369051,0.393766,0.578144,0.430921,0.222655,0.555088,0.338496,0.368706,WALKING_UPSTAIRS
-0.216371,-0.259106,-0.117414,0.549321,0.557263,0.327586,0.320898,0.637407,-0.277967,-0.207233,-0.185509,0.324918,0.39566,0.421593,0.41873,0.377588,0.222477,0.486028,0.180484,0.377361,WALKING_UPSTAIRS
-0.249231,-0.298017,-0.122402,0.461185,0.483875,0.536099,0.084767,0.641409,-0.269292,-0.193602,-0.182136,0.431602,0.438196,0.408278,0.370406,0.359023,0.259178,0.393064,0.270113,0.39513,WALKING_UPSTAIRS
-0.07336,-0.108207,0.315173,0.532551,0.627374,0.580848,0.12072,0.814357,-0.087461,-0.065208,0.195773,0.718692,0.59103,0.555427,0.725339,0.59043,0.490818,0.69836,0.60075,0.505443,WALKING_DOWNSTAIRS
0.062009,0.074237,0.308475,0.540793,0.705757,0.598706,0.178459,0.782979,0.078734,0.114078,0.185852,0.686677,0.590247,0.575335,0.654947,0.57784,0.49463,0.609307,0.537603,0.480768,WALKING_DOWNSTAIRS
0.067103,0.089196,0.253686,0.477419,0.668275,0.650986,0.033654,0.833674,0.099915,0.203308,0.24503,0.631999,0.660475,0.64777,0.79718,0.680188,0.543869,0.720248,0.62894,0.630524,WALKING_DOWNSTAIRS
-0.130014,-0.133342,0.204347,0.504013,0.563729,0.628397,0.003146,0.801437,-0.047084,-0.098238,0.180045,0.723819,0.445367,0.605669,0.722911,0.504691,0.47871,0.687866,0.572442,0.623696,WALKING_DOWNSTAIRS
-0.076154,-0.126377,0.177504,0.51287,0.446505,0.729509,-0.000847,0.762225,-0.094769,0.027424,0.099486,0.719236,0.554669,0.55615,0.780319,0.518508,0.517817,0.657922,0.65239,0.641103,WALKING_DOWNSTAIRS
0.045461,-0.014339,0.261657,0.566433,0.628292,0.764692,0.074335,0.742908,0.06488,0.1299,0.15972,0.707657,0.580637,0.361258,0.782641,0.623033,0.41089,0.677656,0.597005,0.529349,WALKING_DOWNSTAIRS
-0.003587,-0.048003,0.253746,0.657471,0.734119,0.65116,0.559532,0.807038,-0.017771,0.051227,0.213608,0.654597,0.351902,0.532751,0.775562,0.536608,0.439104,0.67801,0.561779,0.579216,WALKING_DOWNSTAIRS
-0.010081,-0.027517,0.07819,0.619096,0.462499,0.496549,0.052574,0.70244,0.017855,0.02078,0.053167,0.620899,0.346904,0.233877,0.604101,0.460473,0.177682,0.542197,0.341765,0.435497,WALKING_UPSTAIRS
-0.006913,-0.056793,0.023923,0.491046,0.496154,0.774887,0.135136,0.706814,0.018061,0.036566,0.013975,0.494879,0.553668,0.411742,0.515256,0.587459,0.334407,0.68329,0.447983,0.513117,WALKING_UPSTAIRS
0.064562,0.002654,0.049426,0.542256,0.614999,0.795282,0.076404,0.690288,0.062199,0.060859,0.083003,0.426686,0.561853,0.458325,0.496235,0.617385,0.360504,0.600407,0.417056,0.388423,WALKING_UPSTAIRS
-0.013889,-0.035435,0.036923,0.560999,0.475335,0.48188,0.019619,0.725941,-0.048766,0.065131,0.031706,0.495589,0.567121,0.395885,0.43289,0.489037,0.248319,0.514882,0.340084,0.321959,WALKING_UPSTAIRS
0.058652,0.082641,0.100052,0.576912,0.530728,0.384155,0.053606,0.756226,-0.016331,0.118497,0.049459,0.68606,0.545274,0.35141,0.648308,0.495221,0.248916,0.685226,0.438696,0.387111,WALKING_UPSTAIRS
0.028228,0.046576,0.081498,0.497012,0.616274,0.630619,-0.00332,0.766805,-0.052477,0.036576,0.128824,0.599532,0.419969,0.433885,0.680813,0.500479,0.299469,0.707408,0.513269,0.381413,WALKING_UPSTAIRS
-0.185069,-0.211111,-0.079915,0.490304,0.705173,0.641903,-0.008205,0.698953,-0.206378,-0.193512,-0.08147,0.572581,0.406915,0.240592,0.537278,0.387635,0.225368,0.639585,0.345866,0.317994,WALKING_UPSTAIRS
-0.155292,-0.163582,-0.035888,0.605152,0.656497,0.421448,0.003128,0.719318,-0.232233,-0.117002,-0.044595,0.521651,0.446944,0.265073,0.577334,0.393036,0.27165,0.528947,0.364348,0.492288,WALKING_UPSTAIRS
-0.877672,-0.903076,-0.905584,-0.070258,-0.260161,-0.384695,0.007742,-0.043568,-0.870849,-0.86996,-0.902353,-0.433084,-0.289633,-0.492086,-0.385435,-0.438974,-0.7295,-0.499695,-0.488953,-0.265269,STANDING
-0.878337,-0.88718,-0.904402,-0.462781,-0.504518,-0.66026,0.12409,-0.402648,-0.885007,-0.865322,-0.92067,-0.663615,-0.351724,-0.52121,-0.646947,-0.618236,-0.900162,-0.620826,-0.647494,-0.423594,STANDING
-0.918982,-0.911843,-0.934668,-0.715686,-0.610851,-0.666125,-0.137172,-0.644781,-0.942884,-0.938449,-0.95911,-0.71114,-0.655977,-0.630236,-0.867644,-1,-1,-0.676235,-0.861217,-0.648647,STANDING
-0.959632,-0.955038,-0.971918,-0.888054,-0.797235,-0.726599,-0.002401,-0.868497,-0.978612,-0.975291,-0.984444,-0.946357,-0.849961,-0.754967,-1,-1,-1,-0.791957,-1,-1,STANDING
-0.975041,-0.976112,-0.985665,-0.888054,-0.921923,-0.843965,0.1657,-0.876314,-0.984088,-0.982923,-0.990328,-1,-0.889911,-0.782779,-1,-1,-1,-0.816674,-1,-1,STANDING
-0.98591,-0.983778,-0.99239,-0.862673,-0.908317,-0.822411,0.220444,-0.836337,-0.988153,-0.991154,-0.993513,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.994234,-0.993919,-0.985024,-0.888054,-0.858956,-0.738556,0.141786,-0.852825,-0.993719,-0.99566,-0.994,-1,-0.94487,-0.754967,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.97083,-0.965844,-0.976285,-0.901594,-0.788157,-0.767381,0.307671,-0.873361,-0.981488,-0.980813,-0.988734,-0.946357,-0.889911,-0.813513,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.97841,-0.977353,-0.980182,-0.839274,-0.816372,-0.733766,0.261183,-0.855687,-0.981788,-0.98021,-0.99034,-1,-0.904748,-0.848109,-1,-1,-1,-0.873482,-1,-1,STANDING
-0.983246,-0.982041,-0.981418,-0.828235,-0.84773,-0.80199,0.47972,-0.880322,-0.986711,-0.986369,-0.991806,-1,-0.94487,-0.782779,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.973317,-0.970965,-0.982602,-0.807351,-0.816372,-0.895592,0.403451,-0.878686,-0.981894,-0.982897,-0.992186,-0.946357,-0.94487,-0.888552,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.972209,-0.970229,-0.987841,-0.787925,-0.84773,-0.849318,0.275379,-0.916469,-0.984974,-0.983155,-0.993877,-0.946357,-0.889911,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.98089,-0.978208,-0.991083,-0.875096,-0.921923,-0.815602,0.203446,-0.885322,-0.98971,-0.989612,-0.996291,-0.946357,-0.94487,-0.94419,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.99329,-0.992716,-0.994778,-0.875096,-0.982792,-0.782274,0.143122,-0.843447,-0.994837,-0.995439,-0.996711,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.990668,-0.989368,-0.99638,-0.901594,-0.921923,-0.810674,0.279325,-0.894699,-0.994538,-0.99392,-0.998194,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.991359,-0.99071,-0.992431,-0.901594,-0.816372,-0.825279,0.311743,-0.921866,-0.99023,-0.991271,-0.996054,-1,-0.94487,-0.868799,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.98842,-0.987336,-0.991032,-0.850744,-0.882691,-0.757852,0.124952,-0.881699,-0.989182,-0.990723,-0.995012,-1,-0.904748,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.496302,-0.462325,-0.663277,-0.870615,-0.80341,-0.893539,0.04426,-0.604789,-0.629569,-0.64337,-0.721275,-0.229867,-0.451272,-0.258033,-1,-0.93912,-0.942216,-0.301786,-0.940965,-0.828734,STANDING
-0.955842,-0.952525,-0.934802,-0.817601,-0.763991,-0.83417,-0.207836,-0.912783,-0.975274,-0.971574,-0.98325,-0.892879,-0.889911,-0.754967,-1,-1,-1,-0.737572,-1,-0.849081,STANDING
-0.987838,-0.987875,-0.98191,-0.787925,-0.778175,-0.812398,-0.129697,-0.899884,-0.985872,-0.987896,-0.991115,-0.946357,-0.94487,-0.848109,-1,-1,-1,-0.873482,-1,-1,STANDING
-0.986258,-0.985498,-0.974095,-0.787925,-0.767836,-0.76535,-0.062048,-0.850663,-0.984984,-0.987032,-0.989526,-1,-0.870398,-0.813513,-1,-1,-1,-0.853531,-1,-1,STANDING
-0.985033,-0.985334,-0.972705,-0.769828,-0.836903,-0.701613,0.174229,-0.855989,-0.987326,-0.986567,-0.99206,-1,-0.870398,-0.813513,-1,-1,-1,-0.853531,-1,-1,STANDING
-0.990879,-0.991507,-0.989112,-0.817601,-0.83698,-0.678197,0.052678,-0.849388,-0.989401,-0.990549,-0.993717,-1,-0.94487,-0.868799,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.984326,-0.984094,-0.992215,-0.850744,-0.748236,-0.671532,0.064613,-0.835412,-0.983891,-0.985239,-0.99186,-1,-0.904748,-0.837884,-1,-1,-0.942216,-1,-1,-1,STANDING
-0.988715,-0.988434,-0.990182,-0.888054,-0.754968,-0.746719,0.11987,-0.930001,-0.987964,-0.988574,-0.993212,-1,-0.94487,-0.813513,-1,-1,-0.942216,-0.946182,-1,-1,STANDING
-0.987043,-0.986774,-0.989636,-0.888054,-0.816372,-0.825279,0.09881,-0.957235,-0.988738,-0.990149,-0.994794,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.98282,-0.981348,-0.989175,-0.817601,-0.826456,-0.885672,0.281699,-0.916352,-0.984563,-0.985666,-0.993682,-0.946357,-0.870398,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.97908,-0.979633,-0.988296,-0.875096,-0.858956,-0.792322,0.367957,-0.866939,-0.983036,-0.982721,-0.990487,-0.946357,-0.904748,-0.784257,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.970886,-0.968859,-0.971616,-0.946389,-0.806636,-0.80199,0.387863,-0.889847,-0.981442,-0.982963,-0.9895,-0.946357,-0.94487,-0.813513,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.983542,-0.983555,-0.967785,-0.839274,-0.826456,-0.839505,-0.103745,-0.890489,-0.985151,-0.985268,-0.992847,-1,-0.904748,-0.903572,-1,-1,-1,-0.907014,-1,-1,STANDING
-0.979399,-0.977453,-0.984462,-0.787925,-0.826456,-0.724652,-0.249821,-0.855687,-0.982849,-0.983134,-0.989818,-0.946357,-0.904748,-0.888552,-1,-1,-1,-0.873482,-1,-1,STANDING
-0.984648,-0.984242,-0.987001,-0.769828,-0.770924,-0.737972,-0.206788,-0.877088,-0.985258,-0.98467,-0.992355,-1,-0.870398,-0.888552,-1,-1,-0.942216,-0.946182,-1,-1,STANDING
-0.984751,-0.983074,-0.987683,-0.807351,-0.882691,-0.774013,-0.111374,-0.890489,-0.987505,-0.986522,-0.99428,-1,-0.870398,-0.868799,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.984236,-0.98416,-0.989263,-0.888054,-0.825386,-0.741217,-0.107006,-0.865477,-0.987998,-0.98779,-0.992319,-1,-0.94487,-0.809888,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.980187,-0.982122,-0.983107,-0.759262,-0.736676,-0.689536,0.343551,-0.706783,-0.975362,-0.980597,-0.976363,-0.729337,-0.904748,-0.718405,-0.943699,-1,-1,-0.769171,-0.771789,-0.734358,STANDING
-0.626601,-0.602338,-0.81282,-0.599271,-0.84931,-0.609939,0.327858,-0.473235,-0.695021,-0.72211,-0.846054,-0.642517,-0.054649,-0.292822,-0.836457,-0.93912,-0.75216,-0.080359,-0.861217,-0.595696,SITTING
-0.958781,-0.960965,-0.958547,-0.875096,-0.82354,-0.70539,0.265718,-0.818782,-0.966347,-0.97184,-0.978145,-0.946357,-0.815786,-0.727858,-1,-1,-1,-0.853531,-1,-1,SITTING
-0.980619,-0.97981,-0.989298,-0.850744,-0.704919,-0.671389,0.221292,-0.820649,-0.983371,-0.98422,-0.990838,-1,-0.904748,-0.754967,-1,-1,-0.942216,-0.907014,-1,-1,SITTING
-0.9567,-0.952184,-0.972506,-0.700103,-0.621422,-0.65154,-0.089684,-0.717536,-0.958681,-0.96604,-0.971752,-1,-0.668343,-0.589558,-1,-1,-0.900162,-0.739177,-1,-0.805482,SITTING
-0.962631,-0.963191,-0.96117,-0.681075,-0.489033,-0.577922,-0.079899,-0.690324,-0.958595,-0.959626,-0.973255,-1,-0.685704,-0.684389,-1,-1,-0.900162,-0.716573,-1,-0.776458,SITTING
-0.915498,-0.902816,-0.954141,-0.75742,-0.559653,-0.598602,0.138064,-0.756072,-0.939028,-0.944661,-0.96827,-0.946357,-0.67894,-0.706083,-1,-1,-1,-0.82017,-1,-0.871306,SITTING
-0.955041,-0.950148,-0.964056,-0.75742,-0.800014,-0.768706,0.048763,-0.815277,-0.971943,-0.964486,-0.982567,-1,-0.757953,-0.758409,-1,-1,-1,-0.82017,-1,-0.955696,SITTING
-0.97096,-0.968257,-0.981706,-0.862673,-0.936113,-0.854116,0.007569,-0.868028,-0.977136,-0.978157,-0.992962,-1,-0.757953,-0.94419,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.988466,-0.988894,-0.984592,-0.901594,-0.870602,-0.844377,0.427669,-0.888691,-0.987735,-0.990928,-0.996061,-1,-0.94487,-0.848109,-1,-1,-1,-0.907014,-1,-1,SITTING
-0.988617,-0.986603,-0.991436,-0.850744,-0.858956,-0.822129,0.355325,-0.906865,-0.987804,-0.991393,-0.993224,-1,-0.94487,-0.868799,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.995328,-0.99525,-0.993383,-0.839274,-0.882691,-0.760895,0.305231,-0.859981,-0.992609,-0.994884,-0.997216,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.990801,-0.990483,-0.994174,-0.862673,-0.858956,-0.798327,0.209334,-0.887355,-0.989261,-0.994367,-0.994567,-1,-0.94487,-0.837884,-1,-1,-1,-1,-1,-1,SITTING
-0.991312,-0.99077,-0.987586,-0.901594,-0.814214,-0.793959,0.315611,-0.848852,-0.990118,-0.991736,-0.995146,-1,-0.94487,-0.868799,-1,-1,-1,-0.907014,-1,-1,SITTING
-0.987774,-0.986493,-0.988088,-0.915776,-0.849017,-0.768706,0.285378,-0.794785,-0.988691,-0.991009,-0.991932,-1,-0.94487,-0.754967,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.994032,-0.994285,-0.992573,-0.901594,-0.870602,-0.841011,0.496741,-0.859546,-0.991505,-0.993158,-0.996633,-1,-1,-0.903572,-1,-1,-1,-1,-1,-1,SITTING
-0.993024,-0.993256,-0.99283,-0.850744,-0.788157,-0.839505,0.204082,-0.872703,-0.989707,-0.992696,-0.996829,-1,-1,-1,-1,-1,-1,-1,-1,-0.849081,SITTING
-0.799741,-0.783173,-0.770988,-0.669697,-0.443528,-0.369389,-0.200791,-0.498177,-0.85434,-0.854987,-0.831855,-0.485231,-0.425864,-0.106395,-0.662426,-0.85688,-0.900162,-0.263149,-0.802736,-0.540612,SITTING
-0.882966,-0.870367,-0.935181,-0.839274,-0.747247,-0.905866,-0.036532,-0.926343,-0.91503,-0.915772,-0.95551,-0.946357,-0.543859,-0.612598,-1,-1,-1,-0.611942,-1,-1,SITTING
-0.973746,-0.972138,-0.966219,-0.817601,-0.773336,-0.853813,-0.068856,-0.935727,-0.98151,-0.980232,-0.993083,-0.946357,-0.889911,-0.903572,-1,-1,-1,-0.873482,-1,-1,SITTING
-0.978983,-0.977205,-0.980445,-0.915776,-0.814214,-0.747107,0.274401,-0.872653,-0.983439,-0.981802,-0.988975,-1,-0.94487,-0.729523,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.98362,-0.983149,-0.981181,-0.980823,-0.858956,-0.757001,0.280968,-0.85636,-0.989556,-0.988007,-0.994666,-1,-0.94487,-0.837884,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.974544,-0.971349,-0.984446,-0.963044,-0.895253,-0.782274,0.148138,-0.86885,-0.981872,-0.981627,-0.990448,-1,-0.889911,-0.813513,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.985865,-0.985886,-0.981395,-0.862673,-0.921923,-0.768706,0.062633,-0.899037,-0.990219,-0.989023,-0.994187,-1,-0.94487,-0.813513,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.966171,-0.962308,-0.975378,-0.797465,-0.84773,-0.739181,0.269885,-0.946284,-0.978603,-0.976331,-0.984252,-1,-0.849961,-0.729523,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.985123,-0.982476,-0.980989,-0.839274,-0.84773,-0.857928,0.444264,-0.953929,-0.989615,-0.988732,-0.996395,-1,-0.94487,-0.94419,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.981585,-0.981022,-0.989636,-0.888054,-0.895253,-0.901108,0.280748,-0.865047,-0.983541,-0.983903,-0.993444,-1,-0.870398,-0.903572,-1,-1,-1,-0.907014,-1,-1,SITTING
-0.993128,-0.992088,-0.989431,-0.817601,-0.908317,-0.833193,0.37783,-0.842101,-0.992401,-0.995126,-0.994582,-1,-0.94487,-0.813513,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.993437,-0.992437,-0.989087,-0.807351,-0.816372,-0.839505,0.247414,-0.864197,-0.992989,-0.993693,-0.995731,-1,-0.94487,-0.903572,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.99113,-0.990052,-0.994673,-0.888054,-0.806636,-0.80378,0.275919,-0.898826,-0.988079,-0.992565,-0.994933,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.995128,-0.995392,-0.990223,-0.946389,-0.870602,-0.839619,0.466655,-0.911259,-0.993894,-0.995703,-0.998151,-1,-0.94487,-0.837884,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.988968,-0.988269,-0.99183,-0.963044,-0.882691,-0.805914,0.537974,-0.865047,-0.990149,-0.991588,-0.995418,-1,-0.904748,-0.888552,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.282468,-0.298254,-0.60858,0.20781,-0.110866,-0.055436,-0.285851,0.078,-0.409965,-0.476414,-0.599701,-0.022191,-0.029437,-0.191616,-0.336194,-0.267796,-0.452439,0.133163,-0.30396,-0.14857,LAYING
-0.779235,-0.776443,-0.821952,-0.075365,0.016535,-0.058917,0.095672,-0.044389,-0.806625,-0.77543,-0.83751,-0.257112,-0.219729,-0.121047,-0.486109,-0.364029,-0.467505,-0.219569,-0.473844,-0.133599,LAYING
-0.836151,-0.847156,-0.864887,-0.329179,-0.178083,-0.278572,-0.018276,-0.216038,-0.854926,-0.827524,-0.871761,-0.443777,-0.295569,-0.324533,-0.646947,-0.574643,-0.573447,-0.383653,-0.689097,-0.343787,LAYING
