@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-40,43-50,52,54-56,58-102,104-234,236-366,369-558,560-562'

@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
0.946341,-0.195231,-0.205997,0.932782,0.854881,0.657956,0.815216,0.761717,0.779301,-0.789134,WALKING_DOWNSTAIRS
0.938823,-0.203965,-0.209593,0.924691,0.835549,0.637761,0.832815,0.640626,0.748629,-0.790569,WALKING_DOWNSTAIRS
0.915526,-0.205805,-0.215002,0.924691,0.775222,0.66736,0.835788,0.664719,0.774656,-0.787223,WALKING_DOWNSTAIRS
0.913398,-0.211998,-0.215002,0.924095,0.76971,0.712443,0.803154,0.703198,0.696924,-0.777929,WALKING_DOWNSTAIRS
0.947742,-0.305663,-0.268484,0.922104,0.858667,0.789861,0.795555,0.550221,0.600834,-0.720147,WALKING_UPSTAIRS
0.910983,-0.346799,-0.325564,0.902668,0.764386,0.800589,0.80253,0.623405,0.549385,-0.673489,WALKING_UPSTAIRS
0.889488,-0.345317,-0.340457,0.902668,0.709277,0.800348,0.738979,0.495668,0.714209,-0.667399,WALKING_UPSTAIRS
0.90263,-0.322698,-0.325611,0.903862,0.742402,0.714848,0.729246,0.639827,0.543768,-0.694559,WALKING_UPSTAIRS
0.906142,-0.312836,-0.324621,0.913409,0.751264,0.753997,0.753208,0.661741,0.617017,-0.7055,WALKING_UPSTAIRS
0.907946,-0.311466,-0.323683,0.913409,0.755864,0.690075,0.782862,0.718054,0.646209,-0.706927,WALKING_UPSTAIRS
0.903509,-0.313018,-0.323683,0.909758,0.74468,0.735946,0.763038,0.61039,0.573564,-0.703846,WALKING_UPSTAIRS
0.948091,-0.278816,-0.245585,0.912889,0.860685,0.847775,0.775542,0.669169,0.628911,-0.74572,WALKING_UPSTAIRS
0.900857,-0.321593,-0.299553,0.9066,0.738155,0.835949,0.773148,0.689845,0.526635,-0.695564,WALKING_UPSTAIRS
0.890711,-0.325708,-0.337888,0.903321,0.71232,0.719461,0.736682,0.444328,0.499825,-0.689709,WALKING_UPSTAIRS
0.90632,-0.319993,-0.330962,0.903321,0.751898,0.670943,0.753832,0.552059,0.512418,-0.698789,WALKING_UPSTAIRS
0.918319,-0.314232,-0.326052,0.922794,0.782281,0.93038,0.726148,0.552605,0.543837,-0.706694,WALKING_UPSTAIRS
0.913762,-0.312149,-0.326052,0.927197,0.770623,0.791928,0.748627,0.688157,0.584566,-0.707477,WALKING_UPSTAIRS
0.910956,-0.314649,-0.328588,0.92378,0.763469,0.65347,0.722336,0.692167,0.55455,-0.704201,WALKING_UPSTAIRS
0.908056,-0.169202,-0.168161,0.901039,0.756446,0.730092,0.852593,0.84589,0.778958,-0.799432,WALKING_DOWNSTAIRS
0.898133,-0.151087,-0.168161,0.901039,0.731167,0.586884,0.753832,0.720674,0.68836,-0.785461,WALKING_DOWNSTAIRS
0.922594,-0.170338,-0.170644,0.910834,0.79359,0.662101,0.838814,0.636785,0.726461,-0.783037,WALKING_DOWNSTAIRS
0.92016,-0.189822,-0.193526,0.910931,0.787362,0.652841,0.799712,0.637493,0.689215,-0.777683,WALKING_DOWNSTAIRS
0.912098,-0.198698,-0.207731,0.910931,0.766556,0.498399,0.79383,0.615475,0.634505,-0.78433,WALKING_DOWNSTAIRS
0.924615,-0.217004,-0.207731,0.928933,0.798443,0.6046,0.808801,0.717321,0.725062,-0.780188,WALKING_DOWNSTAIRS
0.950332,-0.308196,-0.300308,0.920156,0.865559,0.899313,0.784587,0.719074,0.635491,-0.718453,WALKING_UPSTAIRS
0.907099,-0.331008,-0.325942,0.891053,0.754703,0.874488,0.788815,0.731937,0.716475,-0.687554,WALKING_UPSTAIRS
0.885585,-0.336303,-0.34274,0.891053,0.699589,0.86111,0.791833,0.655932,0.702198,-0.676757,WALKING_UPSTAIRS
0.904546,-0.325277,-0.325669,0.895052,0.747324,0.882064,0.798763,0.793095,0.706829,-0.693165,WALKING_UPSTAIRS
0.911345,-0.311318,-0.313609,0.920046,0.764473,0.801264,0.846992,0.868079,0.751435,-0.707996,WALKING_UPSTAIRS
0.907445,-0.3089,-0.313609,0.920046,0.754546,0.870982,0.795555,0.709028,0.666281,-0.709441,WALKING_UPSTAIRS
0.909864,-0.31839,-0.317259,0.922368,0.760704,0.862422,0.764059,0.653195,0.584534,-0.700657,WALKING_UPSTAIRS
0.962655,-0.202408,-0.212565,0.979393,0.897507,0.052255,-0.037076,-0.365772,-0.517194,-0.820498,STANDING
0.959778,-0.208878,-0.214035,0.978579,0.889914,-0.096975,-0.21505,-0.476953,-0.652923,-0.813846,STANDING
0.958223,-0.219968,-0.23301,0.97553,0.885819,-0.404731,-0.502754,-0.867644,-0.823157,-0.803278,STANDING
0.955572,-0.232215,-0.239976,0.973459,0.878851,-0.40031,-0.329237,-0.491785,-0.121664,-0.790368,STANDING
0.950145,-0.249025,-0.256126,0.962417,0.864634,-0.093499,0.011471,-0.075828,-0.02302,-0.773198,STANDING
0.94524,-0.264007,-0.263646,0.962388,0.851809,-0.326136,-0.286462,-0.140278,-0.574643,-0.758245,STANDING
0.946716,-0.26182,-0.269006,0.962388,0.85566,-0.725292,-0.737839,-1,-1,-0.760347,STANDING
0.950279,-0.252813,-0.269006,0.967563,0.864966,-0.555033,-0.486854,-1,-0.764658,-0.769571,STANDING
0.950398,-0.253085,-0.268362,0.969727,0.865277,-0.459646,-0.433413,-0.867644,-0.588127,-0.769006,STANDING
0.950897,-0.250718,-0.265041,0.969727,0.866584,-0.268398,-0.24893,-0.584392,-0.493653,-0.771437,STANDING
0.950443,-0.251625,-0.265041,0.968867,0.865398,-0.318562,-0.329092,-0.557311,-0.602641,-0.770127,STANDING
0.949859,-0.252757,-0.266996,0.968867,0.863869,-0.72265,-0.825059,-1,-1,-0.768342,STANDING
0.95216,-0.245401,-0.254874,0.969583,0.869894,-0.875096,-0.831475,-1,-1,-0.776023,STANDING
0.955247,-0.235111,-0.248332,0.972295,0.877996,-0.915776,-0.851734,-1,-1,-0.786662,STANDING
0.957021,-0.229415,-0.248332,0.975679,0.882655,-0.862673,-0.787088,-1,-1,-0.791842,STANDING
0.956099,-0.231898,-0.250083,0.97441,0.880232,-0.839274,-0.777565,-1,-1,-0.788531,STANDING
0.954555,-0.234033,-0.253561,0.974253,0.876175,-0.875096,-0.780036,-1,-1,-0.786607,STANDING
0.95403,-0.23411,-0.253664,0.974192,0.874798,-0.844209,-0.793129,-1,-1,-0.786301,STANDING
0.922419,-0.302343,-0.276239,0.908902,0.793283,-0.524313,-0.384786,-0.902724,-0.588127,-0.711242,STANDING
0.946774,-0.264437,-0.274443,0.948449,0.855833,-0.621894,-0.741059,-1,-1,-0.75759,STANDING
0.949119,-0.256814,-0.27404,0.968223,0.861932,-0.678256,-0.814025,-1,-1,-0.765497,STANDING
0.950404,-0.25203,-0.262536,0.968223,0.865298,-0.73722,-0.865302,-1,-1,-0.770491,STANDING
0.952242,-0.244197,-0.262329,0.971075,0.870108,-0.769828,-0.855687,-1,-1,-0.778717,STANDING
0.952292,-0.243209,-0.262329,0.972384,0.870239,-0.839274,-0.858059,-1,-1,-0.779709,STANDING
0.95297,-0.242461,-0.261589,0.972384,0.872016,-0.839274,-0.872703,-1,-1,-0.780506,STANDING
0.953831,-0.241394,-0.261582,0.972576,0.874276,-0.787925,-0.861683,-1,-1,-0.781611,STANDING
0.952352,-0.245309,-0.261582,0.969795,0.870399,-0.74495,-0.815606,-1,-1,-0.777564,STANDING
0.949126,-0.255317,-0.265452,0.966989,0.861954,-0.722552,-0.68958,-1,-0.792618,-0.7671,STANDING
0.94825,-0.260668,-0.272819,0.966989,0.859662,-0.74495,-0.715324,-1,-1,-0.761568,STANDING
0.95033,-0.25332,-0.262799,0.967251,0.865101,-0.692693,-0.656755,-1,-0.93912,-0.769305,STANDING
0.952148,-0.245357,-0.262302,0.971321,0.869861,-0.692693,-0.56431,-1,-0.85688,-0.778157,STANDING
0.951831,-0.241697,-0.253548,0.971043,0.869032,-0.787925,-0.662629,-1,-0.894813,-0.779495,STANDING
0.952081,-0.234477,-0.24942,0.971043,0.869688,-0.669877,-0.529433,-1,-0.823157,-0.781481,STANDING
0.876635,0.119773,0.247643,0.844832,0.678188,-0.188322,-0.025545,-0.523701,-0.291138,-0.726953,SITTING
0.833471,0.257001,0.247643,0.840214,0.57206,-0.408603,-0.303717,-0.696827,-0.430632,-0.548813,SITTING
0.824801,0.243646,0.239057,0.840214,0.551007,-0.684308,-0.732101,-1,-1,-0.553364,SITTING
0.826519,0.241819,0.217136,0.840543,0.5551,-0.819949,-0.7211,-1,-1,-0.555958,SITTING
0.817936,0.24958,0.218607,0.833161,0.534675,-0.606644,-0.495132,-0.902724,-0.93912,-0.540633,SITTING
0.81602,0.244832,0.218607,0.833161,0.530123,-0.328492,-0.182909,-0.632525,-0.214561,-0.537736,SITTING
0.819771,0.239726,0.217437,0.833847,0.539027,-0.374593,-0.189177,-0.632525,-0.22023,-0.544905,SITTING
0.812351,0.248582,0.222436,0.825677,0.521473,-0.616921,-0.536184,-1,-0.652923,-0.534572,SITTING
0.803954,0.255472,0.222436,0.825674,0.501623,-0.76691,-0.823183,-1,-1,-0.520402,SITTING
0.802895,0.255713,0.222886,0.824828,0.499132,-0.819949,-0.80498,-1,-1,-0.518287,SITTING
0.801872,0.256443,0.223091,0.824185,0.496733,-0.76691,-0.855995,-1,-1,-0.516427,SITTING
0.803881,0.254846,0.223091,0.824185,0.501457,-0.753629,-0.88557,-1,-1,-0.519176,SITTING
0.806159,0.253366,0.221016,0.826758,0.506804,-0.75742,-0.811197,-1,-1,-0.523347,SITTING
0.806501,0.253632,0.220662,0.827701,0.50761,-0.643334,-0.635831,-0.943699,-1,-0.524034,SITTING
0.973901,0.028966,0.100528,0.901894,0.932425,-0.121193,-0.117864,-0.549862,-0.562144,-0.816174,SITTING
0.905075,0.113764,0.103237,0.901894,0.748962,-0.488839,-0.541174,-0.902724,-0.894813,-0.706646,SITTING
0.919361,0.126844,0.103237,0.904487,0.785194,-0.572971,-0.684673,-1,-1,-0.729684,SITTING
0.936532,0.11284,0.096662,0.949379,0.829171,-0.483422,-0.496106,-0.782358,-0.764658,-0.770305,SITTING
0.946739,0.088255,0.084388,0.95464,0.855776,-0.455014,-0.418132,-0.808214,-0.738881,-0.812641,SITTING
0.959194,0.066756,0.062021,0.966525,0.888408,-0.672552,-0.628438,-1,-1,-0.864717,SITTING
0.964799,0.06319,0.036588,0.981499,0.903168,-0.76691,-0.775435,-1,-1,-0.885912,SITTING
0.964657,0.061987,0.036588,0.983559,0.902791,-0.691933,-0.604392,-1,-0.738881,-0.881071,SITTING
0.963848,0.058307,0.033731,0.982039,0.900653,-0.384373,-0.263529,-0.537221,-0.602641,-0.874982,SITTING
0.960475,0.05962,0.043488,0.971514,0.891764,-0.265554,-0.295778,-0.537221,-0.634972,-0.858034,SITTING
0.953084,0.06986,0.050302,0.968404,0.872336,-0.595762,-0.597772,-0.902724,-0.93912,-0.82754,SITTING
0.950173,0.076037,0.050302,0.968404,0.86469,-0.761244,-0.806749,-1,-1,-0.817835,SITTING
0.951232,0.074815,0.048266,0.96917,0.867462,-0.708893,-0.808609,-1,-1,-0.823046,SITTING
0.950012,0.077042,0.049297,0.968805,0.86427,-0.479475,-0.421976,-0.902724,-0.85688,-0.81871,SITTING
0.950994,0.07663,0.049297,0.968805,0.866842,-0.495922,-0.45654,-0.902724,-0.85688,-0.824642,SITTING
0.952654,0.074241,0.048138,0.971243,0.871188,-0.490207,-0.486383,-0.943699,-0.692824,-0.830671,SITTING
-0.562294,0.408464,0.571258,-0.693524,-0.97992,-0.349656,0.097462,-0.207074,-0.073983,0.656655,LAYING
-0.493469,0.575802,0.571258,-0.527745,-0.997662,-0.579981,-0.477369,-0.902724,-0.792618,0.605768,LAYING
-0.561477,0.560188,0.563999,-0.544024,-0.991595,-0.337949,-0.276763,-0.646947,-0.588127,0.653832,LAYING
-0.580199,0.530629,0.506592,-0.544024,-0.98959,0.021226,0.145609,-0.276323,-0.289507,0.667221,LAYING
-0.583184,0.477542,0.505108,-0.570144,-0.988801,-0.064374,0.050198,-0.289043,-0.390329,0.669559,LAYING
-0.617645,0.42779,0.437721,-0.588399,-0.980766,-0.461135,-0.453256,-0.902724,-0.738881,0.694071,LAYING
-0.648686,0.415358,0.378879,-0.620234,-0.971993,-0.5109,-0.611972,-1,-0.823157,0.716132,LAYING
-0.661423,0.416328,0.384729,-0.620274,-0.967872,-0.631329,-0.722464,-1,-0.85688,0.725324,LAYING
-0.656319,0.420644,0.385741,-0.620274,-0.96961,-0.708021,-0.889847,-1,-1,0.721692,LAYING
-0.660598,0.422583,0.385741,-0.619952,-0.968149,-0.625508,-0.855865,-1,-1,0.724591,LAYING
-0.674273,0.421062,0.383671,-0.624432,-0.963396,-0.653999,-0.877088,-1,-1,0.734348,LAYING
-0.680793,0.420055,0.382366,-0.629363,-0.960981,-0.688012,-0.869234,-1,-1,0.739129,LAYING
-0.683528,0.41876,0.381474,-0.629576,-0.959943,-0.76691,-0.818253,-1,-1,0.741108,LAYING
-0.681257,0.418469,0.380427,-0.629576,-0.960805,-0.714976,-0.827467,-1,-1,0.739427,LAYING
-0.674801,0.41904,0.380949,-0.623528,-0.963206,-0.705288,-0.849906,-1,-1,0.734735,LAYING
-0.676251,0.41843,0.380949,-0.629127,-0.962653,-0.622721,-0.705214,-1,-1,0.735776,LAYING
-0.670022,0.422384,0.418295,-0.629127,-0.964675,-0.090153,0.118486,-0.196875,-0.161586,0.731474,LAYING
-0.6037,0.460302,0.468377,-0.626377,-0.981544,0.008179,0.274239,-0.10064,-0.0897,0.684565,LAYING
-0.585962,0.49336,0.468377,-0.59745,-0.986729,-0.230429,-0.011482,-0.409899,-0.289507,0.67185,LAYING
-0.635593,0.494044,0.461757,-0.59746,-0.975699,-0.477675,-0.567447,-0.943699,-1,0.706934,LAYING
-0.312355,0.70479,0.690902,-0.410326,-0.945363,0.280701,0.147542,-0.278485,-0.14603,0.475638,LAYING
-0.360177,0.73665,0.698847,-0.410326,-0.983896,-0.174978,-0.048027,-0.32908,-0.223718,0.511307,LAYING
-0.310549,0.740868,0.698847,-0.289582,-0.975017,-0.557073,-0.663508,-1,-1,0.474932,LAYING
-0.32759,0.736413,0.696156,-0.288356,-0.980012,-0.577099,-0.634791,-0.943699,-1,0.487743,LAYING
-0.332554,0.737653,0.694051,-0.288356,-0.981437,-0.74384,-0.777349,-1,-1,0.491336,LAYING
-0.328728,0.740772,0.694051,-0.282821,-0.980428,-0.707019,-0.823028,-1,-1,0.488548,LAYING
-0.31828,0.742384,0.69966,-0.281006,-0.977403,-0.73722,-0.845955,-1,-1,0.481134,LAYING
-0.298534,0.745816,0.701004,-0.27584,-0.971336,-0.730889,-0.813262,-1,-1,0.4671,LAYING
-0.295767,0.746604,0.701004,-0.262028,-0.970523,-0.650052,-0.876314,-1,-1,0.465052,LAYING
-0.30911,0.744324,0.69976,-0.274259,-0.974776,-0.56505,-0.806815,-1,-1,0.474422,LAYING
-0.32617,0.741905,0.696568,-0.303571,-0.979568,-0.496627,-0.563837,-0.943699,-0.602641,0.486626,LAYING
-0.347343,0.737478,0.696062,-0.308701,-0.984984,-0.585093,-0.554641,-1,-0.764658,0.501905,LAYING
-0.356319,0.733712,0.689603,-0.308701,-0.987129,-0.72265,-0.814347,-1,-1,0.508345,LAYING
-0.355538,0.733024,0.686654,-0.308165,-0.986959,-0.52967,-0.594428,-0.696827,-0.85688,0.507762,LAYING
-0.355313,0.733439,0.687956,-0.308189,-0.986908,-0.423201,-0.523288,-0.646947,-0.894813,0.507613,LAYING
0.92872,-0.303432,-0.315692,0.942483,0.808974,0.740108,0.75834,0.712631,0.822863,-0.712176,WALKING
0.925435,-0.299183,-0.309726,0.935201,0.800541,0.741559,0.809687,0.660207,0.784758,-0.714279,WALKING
0.91942,-0.291479,-0.303271,0.935201,0.785076,0.843015,0.855801,0.588266,0.811273,-0.719963,WALKING
0.919613,-0.296053,-0.303271,0.935033,0.785576,0.746788,0.84495,0.563202,0.897,-0.71481,WALKING
0.919727,-0.29912,-0.305939,0.935033,0.785866,0.766129,0.851917,0.659835,0.826879,-0.710431,WALKING
0.921903,-0.282829,-0.280268,0.935625,0.791448,0.750885,0.834695,0.636476,0.817176,-0.728599,WALKING
0.925117,-0.263749,-0.27411,0.937855,0.799695,0.749207,0.870492,0.721133,0.822459,-0.751445,WALKING
0.924504,-0.26561,-0.27411,0.94088,0.798116,0.820932,0.823564,0.720783,0.804059,-0.751384,WALKING
0.925573,-0.280169,-0.280109,0.94088,0.800868,0.775468,0.87014,0.577915,0.741165,-0.737287,WALKING
0.928775,-0.280112,-0.290636,0.942952,0.809112,0.741147,0.850941,0.660894,0.8226,-0.736721,WALKING
0.938788,-0.274905,-0.290636,0.942952,0.835099,0.862648,0.866725,0.681506,0.603665,-0.743234,WALKING
0.947353,-0.270744,-0.272936,0.959209,0.857337,0.856065,0.833674,0.638986,0.837766,-0.748525,WALKING
0.93777,-0.249202,-0.233905,0.92603,0.832735,0.803283,0.810635,0.731968,0.738877,-0.760278,WALKING
0.926295,-0.280431,-0.256334,0.92603,0.802895,0.769694,0.828352,0.654038,0.817625,-0.730428,WALKING
0.935299,-0.294652,-0.307561,0.933035,0.826065,0.834353,0.816589,0.570527,0.797224,-0.721731,WALKING
0.936527,-0.291235,-0.299676,0.951225,0.829166,0.827061,0.836485,0.601906,0.705078,-0.725613,WALKING
0.928104,-0.28207,-0.292006,0.935396,0.807421,0.795543,0.840649,0.756522,0.84421,-0.731144,WALKING
0.925191,-0.276789,-0.292006,0.935396,0.799939,0.777863,0.823212,0.772309,0.862974,-0.734936,WALKING
0.935764,-0.274443,-0.287983,0.935759,0.827273,0.68504,0.833394,0.545484,0.758354,-0.740396,WALKING
0.941729,-0.274237,-0.287983,0.952044,0.842672,0.80886,0.8399,0.6692,0.711533,-0.743997,WALKING
0.93194,-0.273095,-0.283893,0.940646,0.817335,0.782492,0.847344,0.652943,0.758529,-0.744053,WALKING
0.928273,-0.269554,-0.283893,0.940646,0.807842,0.831546,0.89364,0.749924,0.779811,-0.745615,WALKING
0.9409,-0.279659,-0.284014,0.945014,0.840596,0.882988,0.862885,0.768003,0.762239,-0.73652,WALKING
0.914405,-0.24961,-0.255301,0.920336,0.772358,0.742566,0.834487,0.61613,0.740466,-0.7648,WALKING_DOWNSTAIRS
0.923036,-0.253106,-0.255584,0.921622,0.794448,0.613823,0.818424,0.77252,0.697378,-0.762179,WALKING_DOWNSTAIRS
0.920691,-0.253517,-0.264151,0.92589,0.788431,0.669663,0.828886,0.679797,0.812259,-0.759906,WALKING_DOWNSTAIRS
0.92849,-0.251159,-0.255455,0.92589,0.808765,0.710012,0.752739,0.688395,0.685554,-0.764201,WALKING_DOWNSTAIRS
0.934965,-0.244795,-0.253102,0.918038,0.825506,0.58692,0.778009,0.525388,0.691497,-0.771585,WALKING_DOWNSTAIRS
0.91425,-0.243168,-0.253102,0.915255,0.772146,0.526668,0.842411,0.714559,0.789879,-0.767995,WALKING_DOWNSTAIRS
0.890344,-0.268515,-0.238957,0.89959,0.711448,0.692332,0.915974,0.819279,0.790732,-0.737513,WALKING_DOWNSTAIRS
0.898164,-0.229958,-0.238673,0.899826,0.731124,0.550424,0.843577,0.781055,0.70534,-0.783905,WALKING_DOWNSTAIRS
0.917612,-0.234969,-0.238673,0.913742,0.780716,0.6682,0.835788,0.720725,0.707033,-0.779535,WALKING_DOWNSTAIRS
0.916967,-0.246326,-0.260642,0.913175,0.779066,0.83117,0.828352,0.63388,0.76013,-0.765367,WALKING_DOWNSTAIRS
0.908728,-0.25071,-0.260642,0.913175,0.757877,0.651857,0.836881,0.531212,0.701226,-0.757861,WALKING_DOWNSTAIRS
0.915074,-0.257,-0.262583,0.927981,0.773973,0.604556,0.824657,0.625673,0.629055,-0.75405,WALKING_DOWNSTAIRS
0.912474,-0.260761,-0.255266,0.91044,0.767542,0.705006,0.759623,0.757913,0.694452,-0.749901,WALKING_DOWNSTAIRS
0.925683,-0.237818,-0.254291,0.919109,0.80123,0.591549,0.788301,0.601909,0.676432,-0.778123,WALKING_DOWNSTAIRS
0.929123,-0.241087,-0.254291,0.942966,0.810016,0.644906,0.775263,0.758199,0.674083,-0.771658,WALKING_DOWNSTAIRS
0.930183,-0.24819,-0.256784,0.942966,0.812767,0.64589,0.808873,0.782181,0.718099,-0.766983,WALKING_DOWNSTAIRS
0.931409,-0.252386,-0.266632,0.925805,0.816041,0.706511,0.797208,0.736746,0.669381,-0.764254,WALKING_DOWNSTAIRS
0.920378,-0.254521,-0.26843,0.9132,0.787849,0.665393,0.813661,0.63619,0.632693,-0.758606,WALKING_DOWNSTAIRS
0.9148,-0.311925,-0.306911,0.883832,0.774112,0.897309,0.820076,0.693765,0.624837,-0.665292,WALKING_UPSTAIRS
0.8701,-0.344926,-0.325565,0.856286,0.66184,0.83685,0.800877,0.666285,0.7178,-0.62751,WALKING_UPSTAIRS
0.846836,-0.359094,-0.366978,0.856286,0.604058,0.778954,0.811267,0.740756,0.723004,-0.610466,WALKING_UPSTAIRS
0.847869,-0.355194,-0.366796,0.859894,0.606553,0.843613,0.762199,0.598926,0.482589,-0.614806,WALKING_UPSTAIRS
0.849117,-0.360951,-0.366796,0.859894,0.609626,0.774484,0.767267,0.583689,0.676766,-0.605862,WALKING_UPSTAIRS
0.867184,-0.366715,-0.377979,0.861809,0.654092,0.781921,0.829093,0.739528,0.783574,-0.603036,WALKING_UPSTAIRS
0.873572,-0.360753,-0.368703,0.858398,0.669756,0.877522,0.869398,0.862752,0.81028,-0.609853,WALKING_UPSTAIRS
0.915972,-0.311688,-0.28325,0.89927,0.776463,0.806887,0.821097,0.678854,0.661594,-0.668125,WALKING_UPSTAIRS
0.883992,-0.35492,-0.335115,0.869309,0.696489,0.770358,0.809966,0.753749,0.736793,-0.61969,WALKING_UPSTAIRS
0.856036,-0.376468,-0.369766,0.869309,0.62649,0.717638,0.803271,0.632653,0.732373,-0.582724,WALKING_UPSTAIRS
0.860549,-0.370795,-0.373569,0.869789,0.637536,0.759611,0.754229,0.586244,0.670828,-0.594404,WALKING_UPSTAIRS
0.85597,-0.362229,-0.373569,0.861719,0.626368,0.801424,0.75853,0.713255,0.511176,-0.599166,WALKING_UPSTAIRS
0.852954,-0.370278,-0.37376,0.861719,0.618957,0.790342,0.813381,0.797301,0.790508,-0.5843,WALKING_UPSTAIRS
0.859577,-0.386362,-0.383001,0.872826,0.635123,0.690133,0.811619,0.740385,0.82252,-0.579734,WALKING_UPSTAIRS
0.911091,-0.323626,-0.291309,0.894801,0.764586,0.799601,0.788119,0.676782,0.546707,-0.657072,WALKING_UPSTAIRS
0.876179,-0.348126,-0.355495,0.88151,0.676191,0.829724,0.775145,0.701796,0.528044,-0.62132,WALKING_UPSTAIRS
0.865942,-0.346384,-0.356889,0.877322,0.650781,0.662359,0.825958,0.767294,0.682688,-0.619084,WALKING_UPSTAIRS
0.863654,-0.35623,-0.357676,0.86735,0.645155,0.83974,0.750272,0.719043,0.596189,-0.610471,WALKING_UPSTAIRS
0.85357,-0.365783,-0.371437,0.861442,0.620518,0.822414,0.777612,0.827057,0.625656,-0.595484,WALKING_UPSTAIRS
0.850141,-0.365638,-0.376518,0.861442,0.612101,0.73808,0.787098,0.68166,0.596097,-0.593453,WALKING_UPSTAIRS
0.848306,-0.364315,-0.376518,0.853543,0.607681,0.848059,0.778353,0.734788,0.578834,-0.592419,WALKING_UPSTAIRS
0.9794,-0.004512,-0.02407,0.998046,0.941971,-0.364958,-0.263172,-0.73644,-0.792618,-0.989411,STANDING
0.97837,-0.018601,-0.029403,0.996805,0.939219,-0.239392,-0.261613,-0.549862,-0.634972,-0.99938,STANDING
0.976636,-0.022099,-0.038157,0.994083,0.934597,-0.302026,-0.321138,-0.549862,-0.715006,-0.998909,STANDING
0.976337,-0.017845,-0.038157,0.994083,0.9338,-0.579166,-0.540789,-1,-1,-0.993421,STANDING
0.977939,-0.02354,-0.038201,0.994936,0.93807,-0.74384,-0.729145,-1,-1,-0.991202,STANDING
0.978025,-0.029158,-0.052838,0.9972,0.9383,-0.601232,-0.545225,-1,-1,-0.974804,STANDING
0.977672,-0.024757,-0.044204,0.997054,0.937358,-0.5598,-0.519199,-1,-0.93912,-0.985566,STANDING
0.977609,-0.01947,-0.044204,0.997049,0.93719,-0.692457,-0.703632,-1,-1,-0.995793,STANDING
0.978003,-0.018356,-0.044001,0.997049,0.93824,-0.725292,-0.715535,-1,-1,-0.994788,STANDING
0.97761,-0.017008,-0.042224,0.996248,0.937192,-0.763782,-0.699728,-1,-1,-0.995107,STANDING
0.977322,-0.01561,-0.042224,0.996248,0.936425,-0.752955,-0.71598,-1,-1,-0.996695,STANDING
0.977472,-0.015038,-0.041214,0.996484,0.936824,-0.752955,-0.739047,-1,-1,-0.997293,STANDING
0.97718,-0.014889,-0.041214,0.996484,0.936045,-0.839274,-0.807301,-1,-1,-0.996405,STANDING
0.97775,-0.016942,-0.041219,0.996525,0.937565,-0.828235,-0.867322,-1,-1,-0.991303,STANDING
0.977872,-0.019454,-0.044353,0.997229,0.937892,-0.850744,-0.806749,-1,-1,-0.986188,STANDING
0.97731,-0.020925,-0.046353,0.9967,0.936391,-0.888054,-0.823571,-1,-1,-0.983552,STANDING
0.977148,-0.020497,-0.046021,0.9967,0.935959,-0.862673,-0.814265,-1,-1,-0.983375,STANDING
0.977176,-0.019348,-0.045268,0.996515,0.936035,-0.674876,-0.638811,-1,-1,-0.985093,STANDING
0.871941,-0.182053,-0.198122,0.836331,0.66603,-0.49505,-0.525085,-0.867644,-0.85688,-0.607552,STANDING
0.887009,-0.175144,-0.193562,0.90597,0.703036,-0.443249,-0.519654,-0.836457,-0.764658,-0.633179,STANDING
0.894488,-0.174095,-0.193562,0.90597,0.721885,-0.614164,-0.67464,-0.943699,-0.93912,-0.648902,STANDING
0.911785,-0.175327,-0.196075,0.912717,0.765661,-0.646909,-0.77899,-1,-1,-0.683825,STANDING
0.9192,-0.174034,-0.195825,0.93612,0.784506,-0.623958,-0.713624,-1,-1,-0.69908,STANDING
0.915208,-0.176082,-0.195825,0.932734,0.774304,-0.609299,-0.761157,-1,-1,-0.689782,STANDING
0.912363,-0.179034,-0.197979,0.932734,0.76704,-0.630474,-0.825079,-1,-1,-0.682094,STANDING
0.913219,-0.17733,-0.196112,0.932812,0.769221,-0.65641,-0.796124,-1,-1,-0.684679,STANDING
0.914906,-0.17404,-0.195128,0.934448,0.773527,-0.707019,-0.838968,-1,-1,-0.69027,STANDING
0.916343,-0.171899,-0.193389,0.935991,0.777195,-0.72265,-0.866129,-1,-1,-0.693194,STANDING
0.917606,-0.169453,-0.186623,0.937688,0.780425,-0.63991,-0.753057,-1,-1,-0.696141,STANDING
0.918283,-0.164905,-0.184604,0.938746,0.782154,-0.704964,-0.722702,-1,-1,-0.699795,STANDING
0.918156,-0.162795,-0.184604,0.938264,0.781829,-0.748262,-0.685347,-1,-1,-0.699813,STANDING
0.917019,-0.166356,-0.185457,0.93685,0.778924,-0.72265,-0.70294,-1,-1,-0.695118,STANDING
